epoch,step,test_RMSE,train_loss,val_RMSE,val_loss
0,9,,6.704299448756501e-05,,
0,19,,0.0001293742097914219,,
0,29,,0.00010705767635954544,,
0,39,,2.4135506464517675e-05,,
0,49,,9.661646618042141e-05,,
0,59,,1.8616994566400535e-05,,
0,60,,,8.044079780578613,3.859371190628735e-06
1,69,,9.157306521956343e-06,,
1,79,,0.00010930315329460427,,
1,89,,1.600917130417656e-05,,
1,99,,1.1736187843780499e-05,,
1,109,,5.828456414747052e-05,,
1,119,,5.9176313698117156e-06,,
1,121,,,8.52043628692627,4.329994681029348e-06
2,129,,7.161749181250343e-06,,
2,139,,5.373731619329192e-05,,
2,149,,1.1365051250322722e-05,,
2,159,,1.7198677596752532e-05,,
2,169,,8.056999831751455e-06,,
2,179,,1.1110529158031568e-05,,
2,182,,,7.643667697906494,3.484715307422448e-06
3,189,,2.9218383133411407e-05,,
3,199,,8.883242844603956e-05,,
3,209,,5.199283350521e-06,,
3,219,,5.945849807176273e-06,,
3,229,,1.2323230293986853e-05,,
3,239,,5.332984528649831e-06,,
3,243,,,7.657646656036377,3.497473471725243e-06
4,249,,8.255327884398866e-06,,
4,259,,2.192686588387005e-05,,
4,269,,4.18396302848123e-06,,
4,279,,1.1513187018863391e-05,,
4,289,,4.2659779865061864e-05,,
4,299,,8.500649528286885e-06,,
4,304,,,7.438302993774414,3.2999812447087606e-06
5,309,,9.920924640027806e-06,,
5,319,,1.0108575224876404e-05,,
5,329,,6.812717856519157e-06,,
5,339,,1.1605895451793913e-05,,
5,349,,1.613773565622978e-05,,
5,359,,3.5283280794828897e-06,,
5,365,,,7.775458812713623,3.60591798198584e-06
6,369,,5.9688154578907415e-06,,
6,379,,4.343874479673104e-06,,
6,389,,5.386272732721409e-06,,
6,399,,5.476119440572802e-06,,
6,409,,1.0946268048428465e-05,,
6,419,,2.812202183122281e-06,,
6,426,,,7.042159557342529,2.957845708806417e-06
7,429,,6.6617358243092895e-06,,
7,439,,6.9008929131086916e-06,,
7,449,,4.437938059709268e-06,,
7,459,,7.134653060347773e-06,,
7,469,,5.2757272896997165e-06,,
7,479,,6.135287094366504e-06,,
7,487,,,7.811201572418213,3.639145916167763e-06
8,489,,1.608337515790481e-05,,
8,499,,5.040064479544526e-06,,
8,509,,5.9794938351842575e-06,,
8,519,,3.7621714454871835e-06,,
8,529,,2.3198124381451635e-06,,
8,539,,4.969116616848623e-06,,
8,548,,,6.796180248260498,2.7548219350137515e-06
9,549,,5.779690127383219e-06,,
9,559,,3.2568955248279963e-06,,
9,569,,4.578335847327253e-06,,
9,579,,3.6649455523729557e-06,,
9,589,,5.843281996931182e-06,,
9,599,,2.6733287086244673e-06,,
9,609,,3.347910023876466e-06,,
9,609,,,6.328380107879639,2.388630264249514e-06
10,619,,4.162573986832285e-06,,
10,629,,7.059050403768197e-06,,
10,639,,2.7349060474080034e-06,,
10,649,,3.641440571300336e-06,,
10,659,,7.248108886415139e-06,,
10,669,,2.751578449533554e-06,,
10,670,,,6.881983757019043,2.8248218768567313e-06
11,679,,8.907474693842232e-06,,
11,689,,3.7908866943325847e-06,,
11,699,,4.352083578851307e-06,,
11,709,,6.419856617867481e-06,,
11,719,,4.339217866800027e-06,,
11,729,,2.8436857064662036e-06,,
11,731,,,6.579682350158691,2.5821032068051863e-06
12,739,,3.80111850972753e-06,,
12,749,,3.7574141060758848e-06,,
12,759,,4.02496698370669e-06,,
12,769,,3.916163677786244e-06,,
12,779,,2.965417934319703e-06,,
12,789,,6.44156580165145e-06,,
12,792,,,7.705056667327881,3.5409141219133744e-06
13,799,,6.430723260564264e-06,,
13,809,,6.559714165632613e-06,,
13,819,,4.4272246668697335e-06,,
13,829,,6.173559995659161e-06,,
13,839,,4.712478130386444e-06,,
13,849,,2.9547593385359505e-06,,
13,853,,,5.671959400177002,1.9188012174709e-06
14,859,,4.29715419159038e-06,,
14,869,,2.172108452214161e-06,,
14,879,,3.636966084741289e-06,,
14,889,,3.908626240445301e-06,,
14,899,,3.5977313928015064e-06,,
14,909,,2.573983465481433e-06,,
14,914,,,5.954355716705322,2.1146247490833048e-06
15,919,,2.9967541195219383e-06,,
15,929,,2.9553168587881373e-06,,
15,939,,2.51115602623031e-06,,
15,949,,2.2830915895610815e-06,,
15,959,,1.9840224467770895e-06,,
15,969,,7.562004157080082e-06,,
15,975,,,5.813645362854004,2.015862037296756e-06
16,979,,1.0946228940156288e-05,,
16,989,,2.1259843379084487e-06,,
16,999,,3.5265529731987044e-05,,
16,1009,,3.7982526919222437e-06,,
16,1019,,4.0561517380410805e-06,,
16,1029,,3.772278660107986e-06,,
16,1036,,,5.885776996612549,2.066195520455949e-06
17,1039,,1.789371708582621e-06,,
17,1049,,3.857354840874905e-06,,
17,1059,,3.2282825941365445e-06,,
17,1069,,8.113643707474694e-05,,
17,1079,,2.5987658318626927e-06,,
17,1089,,3.6812612052017357e-06,,
17,1097,,,5.737037658691406,1.9630851966212504e-06
18,1099,,2.3560085082863225e-06,,
18,1109,,2.7712330847862177e-06,,
18,1119,,2.3793404579919297e-06,,
18,1129,,2.43681597567047e-06,,
18,1139,,2.034571707554278e-06,,
18,1149,,1.1919404414584278e-06,,
18,1158,,,6.222886085510254,2.3096572476788424e-06
19,1159,,5.122004040458705e-06,,
19,1169,,1.9602236989157973e-06,,
19,1179,,2.7182898065802874e-06,,
19,1189,,1.595730282133445e-05,,
19,1199,,6.017594387230929e-06,,
19,1209,,2.444683332214481e-06,,
19,1219,,1.5829142512302496e-06,,
19,1219,,,5.18997049331665,1.606547584742657e-06
20,1229,,3.0862831863487372e-06,,
20,1239,,3.81776999347494e-06,,
20,1249,,3.6626224755309522e-06,,
20,1259,,2.2677425022266107e-06,,
20,1269,,3.4264066925970837e-06,,
20,1279,,3.5896596273232717e-06,,
20,1280,,,9.007909774780273,4.83962594444165e-06
21,1289,,5.679620244336547e-06,,
21,1299,,5.746772512793541e-05,,
21,1309,,4.977121079718927e-06,,
21,1319,,3.809474037552718e-06,,
21,1329,,3.6490946513367817e-06,,
21,1339,,4.089949925401015e-06,,
21,1341,,,5.1809282302856445,1.6009540786399157e-06
22,1349,,2.0989066342735896e-06,,
22,1359,,1.3406366861090646e-06,,
22,1369,,2.141573304470512e-06,,
22,1379,,1.8866803657147102e-06,,
22,1389,,4.132182311877841e-06,,
22,1399,,1.8460674482412287e-06,,
22,1402,,,5.032524585723877,1.5105514421520638e-06
23,1409,,2.8843585369031643e-06,,
23,1419,,4.6695545279362705e-06,,
23,1429,,2.3447191779268906e-06,,
23,1439,,3.703117272380041e-06,,
23,1449,,1.8648821651368053e-06,,
23,1459,,2.568084028098383e-06,,
23,1463,,,5.10633659362793,1.5551871683783247e-06
24,1469,,2.5992142127506668e-06,,
24,1479,,1.435476974620542e-06,,
24,1489,,2.559984523031744e-06,,
24,1499,,2.7155715542903636e-06,,
24,1509,,2.858850848497241e-06,,
24,1519,,1.958148004632676e-06,,
24,1524,,,5.982949733734131,2.1349826511141146e-06
25,1529,,4.396452368382597e-06,,
25,1539,,2.2358055957738543e-06,,
25,1549,,2.333072416149662e-06,,
25,1559,,8.991215736386948e-07,,
25,1569,,2.7588821467361413e-06,,
25,1579,,4.181435542705003e-06,,
25,1585,,,4.770014762878418,1.3570734154200181e-06
26,1589,,3.3987482765951427e-06,,
26,1599,,1.539716322440654e-06,,
26,1609,,2.2974998046265682e-06,,
26,1619,,1.8743427290246473e-06,,
26,1629,,2.359506879656692e-06,,
26,1639,,3.24313396049547e-06,,
26,1646,,,4.584150791168213,1.2533765811895137e-06
27,1649,,1.603085252099845e-06,,
27,1659,,2.8470251436374383e-06,,
27,1669,,1.641983203626296e-06,,
27,1679,,2.5314748199889436e-06,,
27,1689,,1.159767634817399e-06,,
