Date,12ema,20sd,26ema,Change,Close,FT 100 components,FT 27 components,FT 3 components,FT 6 components,FT 81 components,FT 9 components,High,Low,MACD,Open,PercentageChange,TurnoverRatio,Volatility,Volume,ema,lower_band,ma21,ma7,momentum,upper_band
2018-04-04,170.30200408887185,5.270539770779676,171.74200922346427,3.22,171.61,169.36448695244982,177.00147073405319,212.63822761472557,131.03617568115504,166.85295583212883,205.01975651806083,172.01,164.77,-1.4400051345924112,164.88,1.91,0.7,4.3,34605489,170.38230097598907,162.93844426796446,173.4795238095238,168.8642857142857,170.61,184.02060335108317
2018-04-05,170.68631115212233,5.2560283936990615,171.82037891061506,1.19,172.8,169.5487046899241,177.35397495244783,212.5354231035149,131.19631515459736,167.2504635342205,205.3390985490512,174.23,172.08,-1.1340677584927334,172.58,0.69,0.54,1.25,26933197,171.9941003253297,162.78318130783998,173.2952380952381,168.8685714285714,171.8,183.8072948826362
2018-04-06,170.3314940517958,5.284622652624845,171.5655360283473,-4.42,168.38,169.75494674190958,177.70757708592146,212.4326644434686,131.35691710943223,167.6679239729588,205.65739855031828,172.48,168.2,-1.2340419765515094,170.97,-2.56,0.71,2.48,35005290,169.58470010844323,162.40932612332173,172.97857142857143,168.8742857142857,167.38,183.54781673382112
2018-04-09,170.28818727459645,5.0331013774187525,171.4532741003216,1.67,170.05,169.9828786111754,178.06219301711678,212.3299517463744,131.5179791799368,168.10470142642725,205.97465156371533,173.09,169.85,-1.1650868257251545,169.88,0.99,0.59,1.92,29017718,169.89490003614776,162.5842734356387,172.6504761904762,169.3842857142857,169.05,182.71667894531373
2018-04-10,170.7438507708124,4.528378907292085,171.5863649077052,3.2,173.25,170.23209645912877,178.41773804170302,212.2272851237243,131.67949899813397,168.56012742193045,206.29085266058655,174.0,171.53,-0.8425141368927882,173.0,1.88,0.58,1.45,28614241,172.1316333453826,163.27324218541585,172.33,170.1657142857143,172.25,181.38675781458417
2018-04-11,171.00479680607202,4.112592216417245,171.64959713676404,-0.81,172.44,170.50212924210197,178.77412689494247,212.1246646867147,131.84147419381839,169.03350264935776,206.60599694183585,173.92,171.7,-0.6448003306920214,172.23,-0.47,0.45,1.28,22431640,172.33721111512753,163.66291080526074,171.88809523809522,170.98857142857142,171.44,180.1132796709297
2018-04-12,171.48713575898398,3.8326765419715096,171.83407142292967,1.7,174.14,170.79244111779343,179.13127377845655,212.02209054624646,132.00390239458184,169.52409893588924,206.9200795379935,175.0,173.04,-0.3469356639456862,173.41,0.99,0.46,1.14,22889285,173.53907037170916,163.94512310653317,171.6104761904762,171.81,173.14,179.2758292744192
2018-04-13,171.98603794990953,3.5230804406327363,172.0485846508608,0.59,174.73,171.10243411189452,179.48909238718255,211.91956281292445,132.16678122583903,170.03116127661582,207.233095609283,175.84,173.85,-0.06254670095125903,174.78,0.34,0.51,1.14,25124255,174.3330234572364,164.38764864254406,171.43380952380954,172.25571428571428,173.73,178.47997040507502
2018-04-16,172.57587826530806,3.3234495398307122,172.32794875079705,1.09,175.82,171.43145103384808,179.84749593651512,211.81708159705747,132.33010831085286,170.5539099155204,207.5450403456867,176.19,174.83,0.2479295145110143,175.03,0.62,0.44,0.78,21578420,175.32434115241213,164.65214853938616,171.2990476190476,172.68714285714285,174.82,177.94594669870904
2018-04-17,173.44728160910682,3.580458659476665,172.76587847296025,2.42,178.24,171.77877862964488,180.20639718962298,211.71464700865812,132.49388127076026,171.0915424711531,207.8559089670109,178.94,176.41,0.6814031361465709,176.49,1.38,0.54,1.44,26605442,177.2681137174707,164.14860649057047,171.3095238095238,174.0957142857143,177.24,178.47044112847712
2018-04-18,174.123084438475,3.7799470898009395,173.14173932681507,-0.4,177.84,172.1436509585655,180.56570848493516,211.6122591574429,132.65809772459767,171.64323610123756,208.16569672295043,178.82,176.88,0.9813451116599197,177.81,-0.22,0.42,1.09,20754538,177.64937123915692,163.8705820108743,171.43047619047618,175.2085714285714,176.84,178.99037037007807
2018-04-19,173.91953298640192,3.796034322900895,173.11642530260656,-5.04,172.8,172.52525297982928,180.92534176378672,211.50991815283163,132.82275528932675,172.20814970036184,208.4743988931525,175.39,172.66,0.8031076837953606,174.95,-2.83,0.7,1.54,34808800,174.41645707971898,163.72221706848393,171.31428571428572,175.1442857142857,171.8,178.9063543600875
2018-04-20,172.6580663731093,3.9638829981153005,172.5685419468579,-7.08,165.72,172.9227243342209,181.28520859821765,211.40762410394774,132.98785157986003,172.78542612483898,208.78201078727938,171.22,165.43,0.08952442625141543,170.6,-4.1,1.33,3.35,65491140,168.618819026573,163.12223400376942,171.05,174.18428571428572,164.72,178.9777659962306
2018-04-23,171.51682539263095,3.9395998997507227,172.02568698783136,-0.48,165.24,173.33516330492975,181.6452202189159,211.3053771196179,133.15338420908628,173.37419443877266,209.08852774507105,166.92,164.09,-0.5088615952004147,166.83,-0.29,0.74,1.71,36515477,166.36627300885766,162.9988954385938,170.87809523809523,172.91285714285712,164.24,178.75729503759666
2018-04-24,170.19731379376464,4.324521604404352,171.3526731368809,-2.3,162.94,173.76163094106528,182.00528754329738,211.2031773083719,133.3193507878962,173.97357217532556,209.39394513640687,166.33,161.22,-1.1553593431162597,165.67,-1.39,0.69,3.09,33692017,164.08209100295255,162.13381393404845,170.78285714285715,171.22857142857143,161.94,179.43190035166586
2018-04-25,169.1900347485701,4.578017153127471,170.7821047563712,0.71,163.65,174.20115532660355,182.36532120371444,211.1010247784427,133.48574892520836,174.5826676071663,209.69825836136624,165.42,162.41,-1.5920700078011123,162.62,0.44,0.58,1.85,28382084,163.7940303343175,161.19253712231648,170.34857142857143,169.49,162.65,179.50460573482638
2018-04-26,168.42541401802086,4.707209923601891,170.29602292256592,0.57,164.22,174.65273597687863,182.72523157578493,210.99891963776597,133.6525762279943,175.2005820200681,210.00146285028933,165.73,163.37,-1.8706089045450653,164.12,0.35,0.57,1.44,27963014,164.07801011143917,160.73796110517716,170.15238095238095,167.48714285714286,163.22,179.56680079958474
2018-04-27,167.48611955370995,5.011729505198607,169.70520640978327,-1.9,162.32,175.11534834416324,183.08492880683352,210.8968619939804,133.81983030130462,175.82641198363928,210.3035540638363,164.33,160.63,-2.219086856073318,164.0,-1.16,0.73,2.25,35655839,162.90600337047974,159.9308267038885,169.9542857142857,165.26999999999998,161.32,179.9777447246829
2018-04-30,167.14363962237,5.071875600501533,169.37593186091047,2.94,165.26,175.58794841338812,183.4443228444372,210.79485195442706,133.98750874829418,176.45925161319616,210.60452749304622,167.26,161.84,-2.232292238540481,162.13,1.81,0.86,3.34,42427424,164.47533445682657,159.69053451328267,169.83428571428573,164.19285714285712,164.26,179.97803691528878
2018-05-01,167.44461814200537,5.0625486354118125,169.35549246380597,3.84,169.1,176.06947736862224,183.80332346506717,210.69288962614985,134.1556091702482,177.0981948168251,210.9043786593954,169.2,165.27,-1.9108743218006055,166.41,2.32,1.09,2.38,53569376,167.5584448189422,159.82442653870015,169.94952380952378,164.6757142857143,168.1,180.0746210803474
2018-05-02,168.84852304323533,5.261721226448279,169.88990042945,7.47,176.57,176.558866310598,184.1618403028181,210.5909751158949,134.32412916660743,177.74233752174302,211.20310311485474,177.75,173.8,-1.0413773862146627,175.23,4.42,1.35,2.34,66539371,173.56614827298074,159.81560516615107,170.33904761904762,166.2942857142857,175.57,180.86249007194417
2018-05-03,170.08567334427607,5.441413322755962,170.40842632356478,0.32,176.89,177.05504100529427,184.51978287821723,210.48910853011049,134.49306633499396,178.39077987413305,211.50069644194616,177.5,174.44,-0.3227529792887083,175.88,0.18,0.69,1.73,34068180,175.7820494243269,159.70764954496426,170.59047619047618,168.28714285714287,175.89,181.4733028359881
2018-05-04,172.20018513746436,6.174855527959198,171.40261696626368,6.94,183.83,177.55692664340734,184.87706062710495,210.3872899749473,134.662418271237,179.04262840672243,211.7971542537995,184.25,178.17,0.7975681712006804,178.25,3.92,1.14,3.44,56201317,181.14734980810897,158.7660032297959,171.1157142857143,171.17000000000002,182.83,183.46542534163268
2018-05-07,174.1940028086237,6.901582274843097,172.42168237617005,1.33,185.16,178.06345259043334,185.233582929578,210.28551955625792,134.83218256939824,179.69699816847074,212.09247219420706,187.67,184.75,1.772320432453654,185.18,0.72,0.86,1.59,42451423,183.82244993603635,158.11159735507573,171.91476190476192,174.16142857142856,184.16,185.7179264544481
2018-05-08,176.01800237652776,7.582695396451928,173.43118738534267,0.89,186.05,178.57355710706415,185.5892591389878,210.18379737959677,135.00235682179766,180.35301481085367,212.38664593767862,186.22,183.67,2.5868149911850935,184.99,0.48,0.58,1.38,28402777,185.30748331201212,157.5112758737628,172.67666666666665,177.55142857142854,185.05,187.8420574595705
2018-05-09,177.76292508783115,8.26443706502059,174.4629512827247,1.31,187.36,179.08619201965587,185.9439986109847,210.08212355022036,135.17293861903917,181.00981662535693,212.67967118949548,187.4,185.22,3.299973805106447,186.55,0.7,0.47,1.17,23211241,186.6758277706707,156.81969729853023,173.3485714285714,180.70857142857145,186.36,189.87744555861258
2018-05-10,179.65170584354942,9.065869424535945,175.61680674326362,2.68,190.04,179.60032732067273,186.29771073260042,209.9804981730865,135.34392555003603,181.6665565269428,212.97154368576338,190.37,187.65,4.034899100285799,187.74,1.43,0.57,1.45,27989289,188.91860925689025,156.05492781759477,174.18666666666667,183.70000000000002,189.04,192.31840551573856
2018-05-11,181.0268280214649,9.622071447928914,176.5777840215404,-1.45,188.59,180.11495567923166,186.65030495136062,209.8789213528548,135.51531520203673,182.32240397840738,213.2622591934653,190.06,187.45,4.449043999924498,189.49,-0.76,0.53,1.37,26212221,188.69953641896345,155.63061900890406,174.8747619047619,185.41714285714284,187.59,194.11890480061973
2018-05-14,182.12270063354723,10.069912075693829,177.43498520513,-0.44,188.15,180.62909684217638,187.00169080441788,209.7773931938862,135.6871051606504,182.976546850719,213.55181351051323,189.53,187.86,4.687715428417221,189.01,-0.23,0.42,0.89,20778772,188.33317880632114,155.37398537242188,175.51380952380953,187.0257142857143,187.15,195.65363367519717
2018-05-15,182.7869005360784,10.350433642153545,178.10202333808334,-1.71,186.44,181.1418019064977,187.35177794769794,209.67591380024297,135.85929300987266,183.62819321461413,213.84020246579925,187.07,185.1,4.684877197995064,186.78,-0.91,0.48,1.05,23695159,187.07105960210706,155.31865652521674,176.01952380952383,187.39857142857142,185.44,196.72039109383093
2018-05-16,183.6166081459125,10.704183380519032,178.84854012785493,1.74,188.18,181.65215744437933,187.7004761850509,209.57448327568866,136.03187633211104,184.27657305892035,214.12742191924596,188.46,186.0,4.768068018057562,186.07,0.93,0.39,1.32,19183064,187.81035320070237,155.08449038181908,176.49285714285713,187.82999999999998,187.18,197.9012239038952
2018-05-17,184.1355915080798,10.919340398509153,179.4516112294953,-1.19,186.99,182.15928946269108,188.04769549739743,209.47310172368782,136.20485270821072,184.92093993128742,214.4134677618563,188.91,186.36,4.6839802785844995,188.0,-0.63,0.35,1.36,17294029,187.26345106690079,155.08989063155312,176.92857142857142,187.96428571428572,185.99,198.76725222558971
2018-05-18,184.47011589145217,10.755876961558938,179.95964002731048,-0.68,186.31,182.66236717937107,188.39334607186348,209.37176924740604,136.3782197174801,185.56057249722429,214.6983359157624,187.81,186.13,4.510475864141682,187.19,-0.36,0.37,0.9,18297728,186.62781702230026,156.06015083878688,177.57190476190476,187.81428571428572,185.31,199.08365868502264
2018-05-21,184.95625190815184,10.502070673096638,180.5278148401023,1.32,187.63,183.16060659982776,188.73733833089418,209.27048594970984,136.55197493771652,186.1947760135707,214.98202233427395,189.27,186.91,4.428437068049533,188.0,0.71,0.37,1.27,18400787,187.29593900743342,157.6110967490448,178.61523809523808,187.47,186.63,199.61937944143136
2018-05-22,185.29529007612848,9.897237520034318,181.01908781490954,-0.47,187.16,183.6532738772595,189.07958296133765,209.16925193316624,136.72611594523147,186.8228837127732,215.26452300192568,188.88,186.78,4.276202261218941,188.38,-0.25,0.31,1.12,15240704,187.20531300247782,159.86457257897897,179.6590476190476,187.2657142857143,186.16,199.45352265911626
2018-05-23,185.76678391057024,9.201618550506378,181.56285908787922,1.2,188.36,184.1396884416167,189.41999094349302,209.06806730004328,136.900640314877,187.44425809458116,215.54583393452438,188.5,185.76,4.203924822691022,186.35,0.64,0.41,1.46,20058415,187.97510433415928,162.46628670851103,180.8695238095238,187.29571428571427,187.36,199.27276091053656
2018-05-24,186.13343253971328,8.318293157510247,182.05079545174004,-0.21,188.15,184.6192258828336,189.7584735801103,208.96693215230923,137.0755456200704,188.05829212204014,215.82595117919502,188.84,186.21,4.082637087973239,188.77,-0.11,0.47,1.4,23233975,188.09170144471977,165.39960416116998,182.03619047619046,187.54,187.15,198.67277679121094
2018-05-25,186.50982753360356,6.834566170466664,182.53444023309265,0.43,188.58,185.09132057491223,190.09494252533773,208.865846591633,137.25082943282058,188.6644103189244,216.10487081442614,189.65,187.65,3.975387300510903,188.23,0.23,0.36,1.06,17460963,188.4172338149066,169.52705813525716,183.19619047619048,187.59714285714284,187.58,196.8653228171238
2018-05-29,186.72370022074148,5.206480375107333,182.93188910471542,-0.68,187.9,185.55546802846143,190.42930981360502,208.76481071938372,137.42648932375306,189.26206976602202,216.38258895011452,188.75,186.87,3.7918111160260537,187.6,-0.36,0.46,1.0,22514075,188.07241127163556,174.00132496407105,184.4142857142857,187.72714285714287,186.9,194.82724646450038
2018-05-30,186.84313095601203,3.5382401218023887,183.2702676895513,-0.4,187.5,186.01122696036708,190.76148788843682,208.66382463663072,137.60252286213606,189.85076099397003,216.65910172760957,188.0,186.78,3.572863266460729,187.72,-0.21,0.38,0.65,18690547,187.69080375721185,178.39685308972855,185.47333333333333,187.89714285714285,186.5,192.5498135769381
2018-05-31,186.84726465508714,2.6986938364120028,183.5369145273623,-0.63,186.87,186.45822107039166,191.09138963118522,208.56288844414368,137.77892761590587,190.43000877061863,216.9344053197561,188.23,186.14,3.3103501277248313,187.22,-0.34,0.56,1.11,27482793,187.14360125240395,180.9221361366998,186.31952380952382,187.78857142857143,185.87,191.71691148234783
2018-06-01,187.36922393891987,1.5026904823826912,184.03343937718734,3.37,190.24,186.8961405156746,191.41892838967541,208.4620022423919,137.95570115169224,190.99937278119873,217.20849593093726,190.26,187.75,3.335784561732538,187.99,1.8,0.48,1.34,23442510,189.20786708413468,183.96509522571083,186.9704761904762,188.22857142857143,189.24,189.97585715524158
2018-06-04,188.05549717908602,1.5456474547137549,184.61096238628457,1.59,191.83,187.32474307531507,191.74401800675523,208.36116613154488,138.13284103484435,191.5584481998588,217.48136979711637,193.42,191.35,3.4445347928014485,191.64,0.84,0.53,1.09,26266174,190.95595569471155,184.59060985247726,187.68190476190478,188.72428571428574,190.83,190.7731996713323
2018-06-05,188.86388222845738,1.8388571970394318,185.25533554285607,1.48,193.31,187.7438549984708,192.0665728487399,208.260380211472,138.31034482945623,192.10686615143993,217.75302318587816,193.94,192.36,3.6085466856013113,193.07,0.77,0.44,0.82,21565963,192.52531856490384,184.45561893925446,188.13333333333333,189.46142857142857,192.31,191.8110477274122
2018-06-06,189.65097727023317,2.159284177574437,185.90160698412598,0.67,193.98,188.1533715306892,192.38650783374396,208.1596445817421,138.48821009839224,192.64429406265796,218.02345239646914,194.08,191.92,3.749370286107194,193.63,0.35,0.43,1.12,20933619,193.49510618830126,184.23476497818447,188.55333333333334,190.23285714285717,192.98,192.8719016884822
2018-06-07,190.23698076712037,2.382518073393887,186.46148794826482,-0.52,193.46,188.55325711449785,192.70373845989286,208.05895934162385,138.66643440331268,193.17043590216562,218.29265375983718,194.2,192.34,3.775492818855554,194.14,-0.27,0.43,0.96,21347180,193.4717020627671,184.14115432940272,188.9061904761905,191.02714285714288,192.46,193.67122662297825
2018-06-08,190.4620606491019,2.4492410750541542,186.84952587802297,-1.76,191.7,188.94354526161575,193.01818083340459,207.95832459008525,138.8450153046994,193.6850323092754,218.5606236386708,192.0,189.77,3.612534771078913,191.17,-0.91,0.54,1.15,26656799,192.2905673542557,184.21437499274884,189.11285714285717,191.62714285714287,190.7,194.0113392929655
2018-06-11,190.58020516462466,2.4929590854297397,187.17400544261386,-0.47,191.23,189.32433809549755,193.3297516965349,207.85774042579393,139.02395036188136,194.18786061142774,218.82735842743753,191.97,190.21,3.406199722010797,191.35,-0.25,0.37,0.92,18308460,191.5835224514186,184.18360563866435,189.16952380952384,192.25,190.23,194.15544198038333
2018-06-12,190.8417120623747,2.5713553668597737,187.55222726167952,1.05,192.28,189.69580556428693,193.63836845537628,207.75720694711669,139.2032371330601,194.67873473079575,219.0928545524211,192.61,191.15,3.289484800695192,191.39,0.55,0.34,0.76,16911141,192.04784081713953,184.20252736151855,189.3452380952381,192.5414285714286,191.28,194.48794882895766
2018-06-13,190.81991020662477,2.4879067509907102,187.7853956126662,-1.58,190.7,190.05818432562654,193.94394920750335,207.6567242521197,139.38287317533542,195.15750498072404,219.3571084717589,192.88,190.44,3.034514593958562,192.42,-0.82,0.44,1.27,21638393,191.14928027237985,184.49085316468523,189.46666666666664,192.37999999999997,189.7,194.44248016864805
2018-06-14,190.81684709791324,2.4771586017990006,188.0086996413576,0.1,190.8,190.41177630614337,194.24641276945684,207.55629243856808,139.5628560447306,195.62405775299843,219.6201166754773,191.57,190.22,2.808147456555645,191.55,0.05,0.44,0.71,21610074,190.91642675745996,184.7199685106877,189.6742857142857,192.02142857142857,189.8,194.6286029178837
2018-06-15,190.51271677515734,2.4021158987646754,188.07027744570146,-1.96,188.84,190.756946939799,194.5456787040584,207.45591160392618,139.74318329621858,196.07831509724892,219.88187568552843,190.16,188.26,2.4424393294558797,190.03,-1.03,1.26,1.0,61719160,189.53214225248666,184.90148248818494,189.7057142857143,191.28714285714287,187.84,194.50994608324365
2018-06-18,190.23999111744084,2.2720222852740224,188.11988652379762,-0.1,188.74,191.09412309065024,194.84166734754592,207.35558184535725,139.92385248374651,196.52023419407942,220.14238205582333,189.22,187.2,2.1201045936432195,187.88,-0.05,0.38,1.07,18484865,189.00404741749557,185.24500304849957,189.7890476190476,190.61285714285714,187.74,194.33309218959565
2018-06-19,189.5399924839884,2.4138534385245674,187.93989492944226,-3.05,185.69,191.42379066691439,195.13429983652506,207.25530325972335,140.10486116026215,196.94980672381524,220.40163237226713,186.33,183.45,1.6000975545461529,185.14,-1.62,0.68,1.53,33578455,186.79468247249852,184.93181693247467,189.7595238095238,189.75428571428571,184.69,194.58723068657295
2018-06-20,189.07230133260558,2.456921694346542,187.83323604577987,0.81,186.5,191.74649193455556,195.42349813472615,207.15507594358542,140.2862068777389,197.3670581330441,220.65962325279196,187.2,185.73,1.2390652868257064,186.35,0.44,0.42,0.79,20628701,186.59822749083284,184.7918708970212,189.7057142857143,189.07857142857145,185.5,194.6195576744074
2018-06-21,188.51656266605087,2.6280443001841034,187.65744078312952,-1.04,185.46,192.0628225399089,195.70918505955987,207.05489999320298,140.46788718720143,197.77204680140943,220.91635134738942,188.35,184.94,0.8591218829213574,187.25,-0.56,0.52,1.83,25711898,185.83940916361095,184.3686733043937,189.6247619047619,188.1042857142857,184.46,194.8808505051301
2018-06-22,187.9632453328123,2.819784006574039,187.4546673917866,-0.54,184.92,192.37342825212764,195.99128430846383,206.95477550453427,140.64989963875115,198.16486311138993,221.17181333814258,186.15,184.7,0.5085779410257203,186.12,-0.29,0.55,0.78,27200447,185.22646972120364,183.8213843678043,189.4609523809524,187.27857142857144,183.92,195.10052039410047
2018-06-25,187.07197682007197,3.2625488907883864,187.06321054795055,-2.75,182.17,192.6790014374733,196.26972048503157,206.85470257323598,140.8322417815917,198.54562842406813,221.42600593925718,184.92,180.73,0.008766272121420116,183.4,-1.49,0.64,2.27,31663096,183.1888232404012,182.65109269461374,189.1761904761905,186.04571428571427,181.17,195.70128825776726
2018-06-26,186.66551884775322,3.4239310666243963,186.86815791476903,2.26,184.43,192.9802772786582,196.5444191249176,206.7546812946632,141.01491116405433,198.91449396414973,221.6789258970918,186.53,182.54,-0.20263906701580936,182.99,1.24,0.5,2.19,24569201,184.01627441346707,182.13070929532265,188.97857142857143,185.4157142857143,183.43,195.8264335618202
2018-06-27,186.28005440963733,3.580485817013996,186.6675536247861,-0.27,184.16,193.27802975359987,196.81530672150967,206.65471176386953,141.1979053336234,199.2716396177502,221.93056999018793,187.28,184.03,-0.38749921514877883,185.23,-0.15,0.51,1.76,25285328,184.1120914711557,181.6395045564482,188.8004761904762,184.76142857142855,183.16,195.96144782450418
2018-06-28,186.1600460389239,3.6333862705610844,186.58106817109825,1.34,185.5,193.57306738903975,197.0823107513612,206.55479407560662,141.38122183696194,199.61727264670253,222.18093502929867,186.21,183.8,-0.42102213217435747,184.1,0.73,0.35,1.31,17365235,185.03736382371858,181.4384655541159,188.7052380952381,184.7342857142857,184.5,195.97201063636027
2018-06-29,185.99850049447406,3.706497105233281,186.4721001584243,-0.39,185.11,193.86622880552218,197.345359699376,206.45492832432436,141.56485821993695,199.95162632337875,222.43001785741717,187.19,182.91,-0.4735996639502389,186.29,-0.21,0.46,2.31,22737666,185.08578794123954,181.208434360962,188.62142857142857,184.53571428571428,184.11,196.03442278189513
2018-07-02,186.18026964917036,3.634435596745798,186.5245371837262,2.07,187.18,194.15837807121093,197.60438308373838,206.35511460417092,141.74881202764485,200.27495849023487,222.67781534980404,187.3,183.42,-0.3442675345558541,183.82,1.12,0.37,2.1,17731343,186.48192931374652,181.20684309222267,188.47571428571428,184.78142857142853,186.18,195.74458547920588
2018-07-03,185.83253585699032,3.560006320448254,186.3316085034502,-3.26,183.92,194.45039988293755,197.8593114805809,206.25535300899236,141.93308080443688,200.5875500485034,222.9243244140144,187.95,183.54,-0.4990726464598936,187.79,-1.74,0.29,2.36,13954806,184.7739764379155,180.9790349781511,188.0990476190476,184.63857142857142,182.92,195.21906025994411
2018-07-05,185.7659918789918,3.287509816123256,186.2626004661576,1.48,185.4,194.7431945937268,198.11007654838247,206.15564363233273,142.1176620939447,200.8897033806532,223.16954198992377,186.41,184.28,-0.49660858716580947,185.26,0.8,0.34,1.16,16604248,185.19132547930516,181.14736132013442,187.72238095238095,185.1,184.4,194.29740058462747
2018-07-06,186.1050700514546,2.9695409890830957,186.38907450570147,2.57,187.97,195.03767310682565,198.3566110520892,206.05598656743376,142.30255343910528,201.18174071142806,223.4134650497535,188.43,185.2,-0.28400445424688314,185.42,1.39,0.36,1.74,17485245,187.0437751597684,181.4971084980243,187.4361904761905,185.6057142857143,186.97,193.3752724543567
2018-07-09,186.7935208127693,2.8883739737368876,186.69951343120508,2.61,190.58,195.33475165696376,198.59884888695169,205.95638190723542,142.487752382187,201.46400241244532,223.6560905980957,190.68,189.3,0.09400738156421085,189.5,1.39,0.41,0.73,19756634,189.40125838658946,181.52229967157385,187.29904761904763,186.52285714285716,189.58,193.0757955665214
2018-07-10,187.34067145695863,2.8278809253485653,186.9699198437084,-0.23,190.35,195.63534650020227,198.83672510207094,205.85682974437483,142.67325646481433,201.7368452555,223.89741567193693,191.28,190.18,0.37075161325023487,190.71,-0.12,0.33,0.58,15939149,190.03375279552984,181.57900005406478,187.2347619047619,187.21571428571428,189.35,192.89052375545904
2018-07-11,187.423645078965,2.5564912223702865,187.03733318861887,-2.47,187.88,195.94036853427357,199.07017592364625,205.75733017118728,142.85906322799374,202.00064061986578,224.1374373406816,189.78,187.61,0.38631189034612134,188.5,-1.3,0.39,1.14,18831470,188.59791759850995,181.96225565049753,187.0752380952381,187.61142857142858,186.88,192.18822053997866
2018-07-12,187.97846891297038,2.5838043659757237,187.33308628575824,3.15,191.03,196.2507178717737,199.29913877791674,205.6578832797053,143.04517021213852,202.25577265901757,224.3761527061743,191.41,189.31,0.6453826272121432,189.53,1.68,0.37,1.12,18041131,190.21930586616998,181.84810555376285,187.0157142857143,188.16142857142856,190.03,192.18332301766574
2018-07-13,188.4940890802057,2.6289713821095324,187.62915396829464,0.3,191.33,196.56727838895378,199.52355231379315,205.55848916165908,143.2315749570946,202.50263643232134,224.61355890272202,191.84,190.9,0.864935111911052,191.08,0.16,0.26,0.49,12519792,190.95976862205666,181.78777152149524,187.0457142857143,189.22,190.33,192.30365704993335
2018-07-16,188.865767683251,2.7491094733334243,187.8721796002728,-0.42,190.91,196.890912273135,199.7433564251682,205.45914790847613,143.4182750021655,202.74163600733806,224.84965309711458,192.65,190.42,0.9935880829781922,191.52,-0.22,0.31,1.17,15043110,190.92658954068554,181.55273343428556,187.0509523809524,190.00714285714284,189.91,192.54917132761923
2018-07-17,189.26334188582777,2.90381618266151,188.13720333358592,0.54,191.45,197.2224545919814,199.9584922729035,205.35985961128154,143.605267886138,202.97318253848016,225.0844324886459,191.87,189.2,1.126138552241855,189.75,0.28,0.32,1.4,15534523,191.27552984689518,181.36760572991506,187.1752380952381,190.50428571428571,190.45,192.98287046056112
2018-07-18,189.43821236493122,2.9738489593811446,188.30481790146845,-1.05,190.4,197.56270790796742,200.16890230648272,205.26062436089737,143.79255114730685,203.19769232783173,225.31789430913256,191.8,189.93,1.1333944634627642,191.78,-0.55,0.34,0.98,16393381,190.69184328229838,181.30658779552343,187.25428571428571,190.47857142857143,189.4,193.201983633048
2018-07-19,189.81387200109566,3.133614484660563,188.5696462050634,1.48,191.88,197.912436961399,200.37453028532704,205.16144224784313,143.9801223235008,203.41558487400255,225.55003582293378,192.55,189.69,1.2442257960322536,189.69,0.78,0.42,1.5,20286752,191.4839477607661,181.2818186497265,187.54904761904763,190.69714285714286,190.88,193.81627658836877
2018-07-20,190.06404553938864,3.2030519577016765,188.78226500468836,-0.44,191.44,198.27236344526787,200.57532129976482,205.0623133623355,144.16797895210723,203.62728091492778,225.78085432696906,192.43,190.17,1.2817805347002889,191.78,-0.23,0.43,1.18,20706042,191.4546492535887,181.37818179888237,187.78428571428572,191.2057142857143,190.44,194.19038962968907
2018-07-23,190.30188468717503,3.2246623652796718,188.99172685619294,0.17,191.61,198.64316089505743,200.77122179165013,204.96323779428815,144.35611857009772,203.8332004705527,226.0103471507357,191.96,189.56,1.3101578309820923,190.68,0.09,0.33,1.25,15989365,191.55821641786292,181.62781812658352,188.07714285714286,191.28857142857143,190.61,194.5264675877022
2018-07-24,190.71697935068656,3.057579495295102,189.2886359779564,1.39,193.0,199.02544971635257,200.9621795746234,204.86421563331186,144.5445387140532,204.0337608913525,226.2385116563259,193.66,192.05,1.4283433727301542,192.45,0.73,0.39,0.84,18697898,192.51940547262097,182.34674577131454,188.46190476190475,191.52714285714288,192.0,194.57706375249495
2018-07-25,191.34821329673477,3.1611230518590165,189.69836664625595,1.82,194.82,199.41979237276058,201.14814385400726,204.76524696871428,144.73323692018909,204.229374918631,226.4653452384423,194.85,192.43,1.6498466504788212,193.06,0.94,0.35,1.25,16826483,194.0531351575403,182.74203961056767,189.06428571428572,192.08571428571426,193.82,195.38653181800376
2018-07-26,191.7884881741602,3.0999155763619632,190.03256170949624,-0.61,194.21,199.8266887562035,201.32906524633407,204.66633188950007,144.92221072438065,204.42044876252248,226.69084532441397,195.96,193.61,1.7559264646639576,194.61,-0.31,0.39,1.21,19075964,194.15771171918013,183.33016884727607,189.53,192.48,193.21,195.72983115272393
2018-07-27,191.66410537813556,2.9379313795759106,190.10274232360763,-3.23,190.98,200.24657176111194,201.50489579849562,204.56747048437074,145.1114576621883,204.6073802035816,226.91500937421068,195.19,190.1,1.5613630545279307,194.99,-1.66,0.5,2.62,24023972,192.0392372397267,183.9788991456101,189.85476190476192,192.56285714285715,189.98,195.73062466391374
2018-07-30,191.3942430122686,2.6974195761956072,190.08846511445148,-1.07,189.91,200.6798030834279,201.67558900651153,204.46866284172447,145.30097526888215,204.79055672379485,227.13783488045655,192.2,189.07,1.3057778978171086,191.9,-0.56,0.44,1.64,21029535,190.61974574657555,184.6699227523707,190.06476190476192,192.28142857142856,188.91,195.45960105715315
