Date,Open,Close,High,Low,Volume,Volatility,PercentageChange,Change,TurnoverRatio
2001-12-14,35.02,35.2,35.5,35.02,2841,1.36,-0.17,-0.06,0.4
2001-12-17,35.11,35.36,35.61,35.05,4414,1.59,0.45,0.16,0.62
2001-12-18,35.48,35.9,35.96,35.1,4821,2.43,1.53,0.54,0.67
2001-12-19,35.9,35.96,36.49,35.63,9620,2.4,0.17,0.06,1.35
2001-12-20,35.9,34.76,35.9,34.65,11362,3.48,-3.34,-1.2,1.59
2001-12-21,34.7,35.87,35.97,34.7,8135,3.65,3.19,1.11,1.14
2001-12-24,35.99,36.42,37.25,35.81,27251,4.01,1.53,0.55,3.81
2001-12-25,36.45,36.5,36.72,35.95,12183,2.11,0.22,0.08,1.7
2001-12-26,36.54,37.19,37.25,36.1,16810,3.15,1.89,0.69,2.35
2001-12-27,37.22,37.32,37.84,36.92,23285,2.47,0.35,0.13,3.26
2001-12-28,37.3,37.3,37.6,36.88,12279,1.93,-0.05,-0.02,1.72
2001-12-31,37.67,38.55,39.3,37.46,52195,4.93,3.35,1.25,7.3
2002-01-04,38.72,37.55,38.8,37.45,29110,3.5,-2.59,-1.0,4.07
2002-01-07,37.15,37.35,37.5,36.68,18943,2.18,-0.53,-0.2,2.65
2002-01-08,37.0,36.59,37.59,36.48,13287,2.97,-2.03,-0.76,1.86
2002-01-09,36.5,36.87,37.18,36.35,10607,2.27,0.77,0.28,1.48
2002-01-10,36.98,37.24,37.39,36.35,18816,2.82,1.0,0.37,2.63
2002-01-11,37.01,36.05,37.14,36.0,11835,3.06,-3.2,-1.19,1.66
2002-01-14,35.7,36.1,36.4,35.43,18719,2.69,0.14,0.05,2.62
2002-01-15,35.98,36.54,37.05,35.91,18247,3.16,1.22,0.44,2.55
2002-01-16,36.48,36.35,36.97,35.4,13974,4.3,-0.52,-0.19,1.95
2002-01-17,36.2,35.06,36.49,34.7,24180,4.92,-3.55,-1.29,3.38
2002-01-18,34.8,36.65,36.88,34.7,32262,6.22,4.54,1.59,4.51
2002-01-21,36.3,35.87,36.6,35.58,15756,2.78,-2.13,-0.78,2.2
2002-01-22,35.8,36.44,36.95,35.8,13486,3.21,1.59,0.57,1.89
2002-01-23,36.65,37.62,37.65,36.2,23336,3.98,3.24,1.18,3.26
2002-01-24,37.36,37.29,37.87,36.8,26616,2.84,-0.88,-0.33,3.72
2002-01-25,37.24,37.1,37.57,36.8,13941,2.06,-0.51,-0.19,1.95
2002-01-28,37.0,35.49,37.29,35.3,21668,5.36,-4.34,-1.61,3.03
2002-01-29,35.2,35.66,36.2,34.98,11872,3.44,0.48,0.17,1.66
2002-01-30,35.6,35.58,36.28,35.2,8419,3.03,-0.22,-0.08,1.18
2002-01-31,36.0,37.6,38.0,36.0,40828,5.62,5.68,2.02,5.71
2002-02-01,37.5,37.06,37.98,36.9,17345,2.87,-1.44,-0.54,2.43
2002-02-04,37.18,37.92,38.15,37.0,16510,3.1,2.32,0.86,2.31
2002-02-05,37.93,37.9,38.68,37.63,11196,2.77,-0.05,-0.02,1.57
2002-02-06,37.86,37.18,38.11,37.09,9669,2.69,-1.9,-0.72,1.35
2002-02-07,37.18,37.41,37.92,37.12,6688,2.15,0.62,0.23,0.94
2002-02-08,37.6,37.65,38.2,37.58,12569,1.66,0.64,0.24,1.76
2002-02-26,37.99,37.77,38.5,37.45,14816,2.79,0.32,0.12,2.07
2002-02-27,37.85,37.93,38.1,37.5,8291,1.59,0.42,0.16,1.16
2002-02-28,38.0,38.0,38.46,37.78,12507,1.79,0.18,0.07,1.75
2002-03-01,37.95,37.39,38.15,37.2,7421,2.5,-1.61,-0.61,1.04
2002-03-04,37.35,38.04,38.08,37.12,5225,2.57,1.74,0.65,0.73
2002-03-05,38.06,38.59,39.1,37.86,22189,3.26,1.45,0.55,3.1
2002-03-06,38.8,38.36,39.08,38.02,18620,2.75,-0.6,-0.23,2.6
2002-03-07,38.2,38.5,38.6,38.05,13616,1.43,0.36,0.14,1.9
2002-03-08,38.55,39.63,39.78,38.55,35327,3.19,2.94,1.13,4.94
2002-03-11,39.69,39.45,39.69,39.07,17606,1.56,-0.45,-0.18,2.46
2002-03-12,39.45,38.5,39.45,38.5,17252,2.41,-2.41,-0.95,2.41
2002-03-13,38.31,38.24,38.8,38.19,7794,1.58,-0.68,-0.26,1.09
2002-03-14,38.11,38.62,38.7,38.05,6388,1.7,0.99,0.38,0.89
2002-03-15,38.02,37.92,38.9,37.85,11893,2.72,-1.81,-0.7,1.66
2002-03-18,38.12,38.0,38.8,37.9,6070,2.37,0.21,0.08,0.85
2002-03-19,38.1,38.75,38.88,38.02,6774,2.26,1.97,0.75,0.95
