Date,Open,Close,High,Low,Volume,Volatility,PercentageChange,Change,TurnoverRatio
2007-06-18,126.48,126.96,131.44,125.11,21722,5.03,0.86,1.08,0.53
2007-06-19,125.58,123.4,127.0,122.0,27947,3.94,-2.8,-3.56,0.69
2007-06-20,122.52,123.43,126.98,121.2,19170,4.68,0.02,0.03,0.47
2007-06-21,121.6,123.83,124.78,121.0,19401,3.06,0.32,0.4,0.48
2007-06-22,123.87,120.83,125.4,119.0,17853,5.17,-2.42,-3.0,0.44
2007-06-25,120.1,119.09,124.51,118.5,32757,4.97,-1.44,-1.74,0.8
2007-06-26,118.89,120.22,121.0,115.57,12272,4.56,0.95,1.13,0.3
2007-06-27,121.21,124.49,124.62,119.2,23766,4.51,3.55,4.27,0.58
2007-06-28,124.9,121.88,125.5,121.53,26212,3.19,-2.1,-2.61,0.64
2007-06-29,119.5,119.68,123.45,118.15,15499,4.35,-1.81,-2.2,0.38
2007-07-02,119.0,119.07,120.0,115.0,19600,4.18,-0.51,-0.61,0.48
2007-07-03,119.2,118.22,119.5,116.0,11009,2.94,-0.71,-0.85,0.27
2007-07-04,118.22,117.12,119.4,116.21,11557,2.7,-0.93,-1.1,0.28
2007-07-05,116.0,114.03,118.0,113.11,17044,4.18,-2.64,-3.09,0.42
2007-07-06,113.6,117.88,118.05,113.6,15596,3.9,3.38,3.85,0.38
2007-07-09,118.2,120.15,120.7,117.5,11643,2.71,1.93,2.27,0.29
2007-07-10,120.0,118.0,120.0,117.0,9794,2.5,-1.79,-2.15,0.24
2007-07-11,117.0,115.84,117.0,114.8,12130,1.86,-1.83,-2.16,0.3
2007-07-12,116.0,114.37,116.47,113.89,14739,2.23,-1.27,-1.47,0.36
2007-07-13,114.03,114.49,115.48,113.92,9167,1.36,0.1,0.12,0.22
2007-07-16,114.98,111.28,114.98,111.23,10747,3.28,-2.8,-3.21,0.26
2007-07-17,111.2,115.13,115.2,109.3,15066,5.3,3.46,3.85,0.37
2007-07-18,113.83,116.08,117.01,112.0,11357,4.35,0.83,0.95,0.28
2007-07-19,115.09,118.75,119.08,115.0,14747,3.51,2.3,2.67,0.36
2007-07-20,117.9,119.94,120.5,117.0,14294,2.95,1.0,1.19,0.35
2007-07-23,120.8,125.45,126.66,119.06,19093,6.34,4.59,5.51,0.47
2007-07-24,125.6,123.46,126.0,122.9,13104,2.47,-1.59,-1.99,0.32
2007-07-25,122.5,121.99,124.0,121.5,15242,2.02,-1.19,-1.47,0.37
2007-07-26,122.88,123.04,125.0,122.2,13053,2.3,0.86,1.05,0.32
2007-07-27,120.55,119.5,122.49,119.01,16312,2.83,-2.88,-3.54,0.4
2007-07-30,119.5,124.39,125.6,119.21,27877,5.35,4.09,4.89,0.68
2007-07-31,123.88,129.07,130.0,123.22,27166,5.45,3.76,4.68,0.67
2007-08-01,129.0,126.03,130.0,125.01,19966,3.87,-2.36,-3.04,0.49
2007-08-02,126.5,129.91,131.5,126.5,20521,3.97,3.08,3.88,0.5
2007-08-03,129.88,138.09,139.09,129.66,34107,7.26,6.3,8.18,0.84
2007-08-06,138.13,138.07,139.99,136.02,17470,2.87,-0.01,-0.02,0.43
2007-08-07,138.05,138.52,138.98,136.46,23874,1.83,0.33,0.45,0.59
2007-08-08,138.52,138.85,145.98,135.75,12945,7.39,0.24,0.33,0.32
2007-08-09,142.6,144.59,146.36,140.0,15475,4.58,4.13,5.74,0.38
2007-08-10,144.16,139.96,145.5,139.0,23842,4.5,-3.2,-4.63,0.58
2007-08-13,139.98,137.73,139.98,133.36,19141,4.73,-1.59,-2.23,0.47
2007-08-14,136.0,136.93,138.0,134.22,16144,2.74,-0.58,-0.8,0.4
2007-08-15,136.91,136.0,140.5,134.5,23520,4.38,-0.68,-0.93,0.58
2007-08-16,134.51,135.01,138.0,131.5,21306,4.78,-0.73,-0.99,0.52
2007-08-17,136.18,135.16,141.18,134.51,24164,4.94,0.11,0.15,0.59
2007-08-20,137.1,143.49,144.8,137.1,18751,5.7,6.16,8.33,0.46
2007-08-21,143.52,148.04,150.0,143.52,18811,4.52,3.17,4.55,0.46
2007-08-22,146.0,155.23,156.8,145.5,26195,7.63,4.86,7.19,0.64
2007-08-23,155.22,159.95,161.2,154.0,19264,4.64,3.04,4.72,0.47
2007-08-24,159.89,157.15,161.99,156.0,20630,3.74,-1.75,-2.8,0.51
2007-08-27,157.0,155.06,159.98,155.0,20823,3.17,-1.33,-2.09,0.51
2007-08-28,154.01,153.79,156.0,153.1,17206,1.87,-0.82,-1.27,0.42
2007-08-29,152.78,153.6,157.46,152.0,11997,3.55,-0.12,-0.19,0.29
2007-08-30,153.9,154.99,155.79,153.45,9195,1.52,0.9,1.39,0.23
2007-08-31,155.0,159.93,160.1,154.0,10007,3.94,3.19,4.94,0.25
2007-09-03,160.9,159.82,163.4,159.5,18749,2.44,-0.07,-0.11,0.46
2007-09-04,159.6,152.8,159.6,151.0,47220,5.38,-4.39,-7.02,1.16
2007-09-05,152.92,151.81,154.95,148.58,22880,4.17,-0.65,-0.99,0.56
2007-09-06,152.0,149.99,152.0,148.9,27526,2.04,-1.2,-1.82,0.67
2007-09-07,149.99,144.46,149.99,143.9,33012,4.06,-3.69,-5.53,0.81
2007-09-10,140.25,142.11,144.31,140.25,40802,2.81,-1.63,-2.35,1.0
2007-09-11,142.0,143.8,146.48,142.0,25866,3.15,1.19,1.69,0.63
2007-09-12,143.0,143.72,146.0,140.33,12192,3.94,-0.06,-0.08,0.3
2007-09-13,144.0,143.84,144.5,141.0,21166,2.44,0.08,0.12,0.52
2007-09-14,144.0,148.39,150.0,141.73,36626,5.75,3.16,4.55,0.9
2007-09-17,148.0,151.97,152.98,145.76,38819,4.87,2.41,3.58,0.95
2007-09-18,152.2,146.47,152.2,144.88,14837,4.82,-3.62,-5.5,0.36
2007-09-19,145.1,141.5,145.5,139.77,29013,3.91,-3.39,-4.97,0.71
2007-09-20,141.72,145.03,145.85,141.72,12903,2.92,2.49,3.53,0.32
2007-09-21,145.06,144.85,145.49,141.8,12788,2.54,-0.12,-0.18,0.31
2007-09-24,144.0,141.5,145.8,140.51,31705,3.65,-2.31,-3.35,0.78
2007-09-25,141.46,140.91,143.3,138.58,30250,3.34,-0.42,-0.59,0.74
2007-09-26,139.01,145.68,147.5,139.01,30960,6.03,3.39,4.77,0.76
2007-09-27,145.67,146.09,147.5,142.55,12715,3.4,0.28,0.41,0.31
2007-09-28,145.98,150.47,152.6,145.52,26937,4.85,3.0,4.38,0.66
2007-10-08,151.53,147.15,154.81,147.0,23393,5.19,-2.21,-3.32,0.57
2007-10-09,146.5,158.76,161.0,146.5,37711,9.85,7.89,11.61,0.92
2007-10-10,160.71,164.47,168.4,157.0,22651,7.18,3.6,5.71,0.56
2007-10-11,164.84,173.27,177.0,164.5,30558,7.6,5.35,8.8,0.75
2007-10-12,175.1,178.81,180.41,168.0,26009,7.16,3.2,5.54,0.64
2007-10-15,176.1,188.58,194.0,176.1,20908,10.01,5.46,9.77,0.51
2007-10-16,188.99,185.03,188.99,181.12,21094,4.17,-1.88,-3.55,0.52
2007-10-17,184.0,182.0,184.0,181.0,14708,1.62,-1.64,-3.03,0.36
2007-10-18,178.68,176.79,182.0,174.0,19954,4.4,-2.86,-5.21,0.49
2007-10-19,176.5,180.16,186.0,176.5,17729,5.37,1.91,3.37,0.43
2007-10-22,178.0,178.91,182.0,175.5,7797,3.61,-0.69,-1.25,0.19
2007-10-23,183.5,188.0,193.0,183.3,22291,5.42,5.08,9.09,0.55
2007-10-24,188.05,191.99,199.0,169.2,25469,15.85,2.12,3.99,0.62
2007-10-25,189.0,193.75,198.0,186.0,20353,6.25,0.92,1.76,0.5
2007-10-26,190.74,195.04,196.0,185.12,20010,5.62,0.67,1.29,0.49
2007-10-29,193.01,190.74,197.5,188.88,11074,4.42,-2.2,-4.3,0.27
2007-10-30,192.02,187.4,193.98,183.33,12565,5.58,-1.75,-3.34,0.31
2007-10-31,187.81,191.01,192.4,187.81,10814,2.45,1.93,3.61,0.27
2007-11-01,192.5,184.82,192.5,183.9,9620,4.5,-3.24,-6.19,0.24
2007-11-02,183.0,184.07,184.79,178.0,13836,3.67,-0.41,-0.75,0.34
2007-11-05,184.0,182.01,186.0,180.0,5279,3.26,-1.12,-2.06,0.13
2007-11-06,180.08,181.93,185.62,180.08,2459,3.04,-0.04,-0.08,0.06
2007-11-07,182.5,178.68,185.0,177.4,9086,4.18,-1.79,-3.25,0.22
2007-11-08,178.72,174.02,179.99,172.01,5723,4.47,-2.61,-4.66,0.14
2007-11-09,172.02,171.52,177.3,170.5,5127,3.91,-1.44,-2.5,0.13
2007-11-12,171.61,170.32,172.6,167.5,15224,2.97,-0.7,-1.2,0.37
2007-11-13,172.0,177.78,182.95,172.0,23911,6.43,4.38,7.46,0.59
2007-11-14,177.78,186.97,187.35,177.78,11164,5.38,5.17,9.19,0.27
2007-11-15,187.07,184.0,187.07,183.2,10558,2.07,-1.59,-2.97,0.26
2007-11-16,183.5,179.99,183.5,179.32,3716,2.27,-2.18,-4.01,0.09
2007-11-19,180.0,182.5,186.0,177.6,5397,4.67,1.39,2.51,0.13
2007-11-20,182.5,185.52,186.0,182.0,9473,2.19,1.65,3.02,0.23
2007-11-21,186.0,184.57,187.3,182.48,12411,2.6,-0.51,-0.95,0.3
2007-11-22,182.0,178.26,184.0,177.77,7727,3.38,-3.42,-6.31,0.19
2007-11-23,178.0,174.0,181.0,172.5,7692,4.77,-2.39,-4.26,0.19
2007-11-26,177.5,179.32,179.98,175.0,8656,2.86,3.06,5.32,0.21
2007-11-27,178.9,182.12,184.0,176.5,11036,4.18,1.56,2.8,0.27
2007-11-28,180.2,176.63,182.2,172.0,11406,5.6,-3.01,-5.49,0.28
2007-11-29,175.02,175.49,178.99,172.48,18463,3.69,-0.65,-1.14,0.45
2007-11-30,177.8,173.49,177.8,173.0,14273,2.74,-1.14,-2.0,0.35
2007-12-03,172.53,174.12,175.0,172.5,8516,1.44,0.36,0.63,0.21
2007-12-04,174.5,176.5,178.5,174.5,9010,2.3,1.37,2.38,0.22
2007-12-05,176.6,183.01,185.0,176.6,9930,4.76,3.69,6.51,0.24
2007-12-06,184.97,184.38,184.97,181.5,5274,1.9,0.75,1.37,0.13
2007-12-07,184.89,193.04,194.0,184.89,11615,4.94,4.7,8.66,0.28
2007-12-11,199.0,201.72,206.2,198.5,29702,3.99,4.5,8.68,0.73
2007-12-12,201.4,201.8,206.2,199.96,25282,3.09,0.04,0.08,0.62
2007-12-13,200.0,200.49,203.5,197.0,17437,3.22,-0.65,-1.31,0.43
2007-12-14,199.0,216.0,217.88,197.03,16003,10.4,7.74,15.51,0.39
2007-12-17,215.1,211.0,225.0,207.0,17451,8.33,-2.31,-5.0,0.43
2007-12-18,207.1,200.99,207.11,198.01,18508,4.31,-4.74,-10.01,0.45
2007-12-19,203.8,202.95,205.9,196.99,13934,4.43,0.98,1.96,0.34
2007-12-20,205.8,203.78,206.24,200.05,6903,3.05,0.41,0.83,0.17
2007-12-21,204.0,211.03,212.4,204.0,9516,4.12,3.56,7.25,0.23
2007-12-24,215.88,209.38,215.95,208.98,21204,3.3,-0.78,-1.65,0.52
2007-12-25,209.38,216.5,218.38,209.38,17157,4.3,3.4,7.12,0.42
2007-12-26,215.98,222.01,223.5,215.05,14594,3.9,2.55,5.51,0.36
2007-12-27,222.0,224.85,225.3,217.2,21907,3.65,1.28,2.84,0.54
2007-12-28,221.6,230.0,230.1,217.77,26628,5.48,2.29,5.15,0.65
2008-01-02,227.0,222.02,228.94,221.0,19086,3.45,-3.47,-7.98,0.47
2008-01-03,222.3,214.15,227.0,211.78,29799,6.86,-3.54,-7.87,0.73
2008-01-04,212.0,215.24,216.08,208.0,33304,3.77,0.51,1.09,0.82
2008-01-07,215.49,212.33,219.0,209.96,30409,4.2,-1.35,-2.91,0.75
2008-01-08,211.0,215.03,217.59,208.6,32218,4.23,1.27,2.7,0.79
2008-01-09,211.88,215.04,216.96,211.88,12010,2.36,0.0,0.01,0.29
2008-01-10,216.0,217.08,219.56,213.4,20827,2.86,0.95,2.04,0.51
2008-01-11,218.0,216.02,219.85,212.0,19811,3.62,-0.49,-1.06,0.49
2008-01-14,225.0,224.12,228.6,218.5,42925,4.68,3.75,8.1,1.05
2008-01-15,224.4,228.36,230.55,224.4,21303,2.74,1.89,4.24,0.52
2008-01-16,226.8,222.84,227.0,222.0,22419,2.19,-2.42,-5.52,0.55
2008-01-17,223.49,218.0,223.5,216.0,31614,3.37,-2.17,-4.84,0.77
2008-01-18,218.06,214.97,219.5,213.0,20417,2.98,-1.39,-3.03,0.5
2008-01-21,215.45,211.01,217.28,207.0,24987,4.78,-1.84,-3.96,0.61
2008-01-22,206.98,210.53,219.95,201.0,44909,8.98,-0.23,-0.48,1.1
2008-01-23,214.1,220.12,220.3,212.64,23146,3.64,4.56,9.59,0.57
2008-01-24,222.0,222.0,224.3,217.0,18486,3.32,0.85,1.88,0.45
2008-01-25,221.9,218.89,225.5,216.0,17993,4.28,-1.4,-3.11,0.44
2008-01-28,215.5,214.79,220.0,208.9,14170,5.07,-1.87,-4.1,0.35
2008-01-29,214.85,215.46,218.0,213.0,10107,2.33,0.31,0.67,0.25
2008-01-30,217.0,214.76,217.0,206.2,29332,5.01,-0.32,-0.7,0.72
2008-01-31,210.99,206.03,213.0,206.0,13905,3.26,-4.07,-8.73,0.34
2008-02-01,204.99,202.51,204.99,198.9,21467,2.96,-1.71,-3.52,0.53
2008-02-04,204.61,211.98,214.65,204.0,29546,5.26,4.68,9.47,0.72
2008-02-05,212.0,209.38,212.0,208.0,8478,1.89,-1.23,-2.6,0.21
2008-02-13,208.0,203.0,208.0,202.0,4972,2.87,-3.05,-6.38,0.12
2008-02-14,205.0,203.11,205.9,202.1,7556,1.87,0.05,0.11,0.19
2008-02-15,202.97,201.08,203.0,198.0,12811,2.46,-1.0,-2.03,0.31
2008-02-18,201.8,206.96,207.1,201.8,12577,2.64,2.92,5.88,0.31
2008-02-19,206.95,206.99,208.0,203.0,7287,2.42,0.01,0.03,0.18
2008-02-20,207.0,206.1,209.9,205.15,9701,2.29,-0.43,-0.89,0.24
2008-02-21,208.5,205.44,208.89,204.8,12204,1.98,-0.32,-0.66,0.3
2008-02-22,205.01,200.6,206.47,197.0,19422,4.61,-2.36,-4.84,0.48
2008-02-25,199.9,196.86,200.0,196.0,11218,1.99,-1.86,-3.74,0.27
2008-02-26,198.0,187.8,200.35,185.9,35143,7.34,-4.6,-9.06,0.86
2008-02-27,187.0,192.18,195.0,183.2,12116,6.28,2.33,4.38,0.3
2008-02-28,192.19,190.0,194.0,188.02,7226,3.11,-1.13,-2.18,0.18
2008-02-29,190.5,195.0,195.98,188.1,7114,4.15,2.63,5.0,0.17
2008-03-03,204.1,214.5,214.5,204.1,17783,5.33,10.0,19.5,0.44
2008-03-04,225.82,220.93,228.9,217.05,37898,5.52,3.0,6.43,0.93
2008-03-05,220.91,220.67,226.1,217.5,14039,3.89,-0.12,-0.26,0.34
2008-03-06,220.68,217.02,224.0,216.8,8197,3.26,-1.65,-3.65,0.2
2008-03-07,216.25,213.17,216.51,209.1,14896,3.41,-1.77,-3.85,0.37
2008-03-10,210.0,209.59,215.02,207.2,10673,3.67,-1.68,-3.58,0.26
2008-03-11,207.5,214.78,216.5,206.05,11377,4.99,2.48,5.19,0.28
2008-03-12,217.99,212.25,218.78,208.36,6120,4.85,-1.18,-2.53,0.15
2008-03-13,198.11,212.7,215.0,191.04,16690,11.29,0.21,0.45,0.41
2008-03-14,209.8,205.04,209.8,203.99,11858,2.73,-3.6,-7.66,0.29
2008-03-17,200.03,200.71,203.98,198.5,17189,2.67,-2.11,-4.33,0.42
2008-03-18,196.84,189.54,200.0,186.0,30225,6.98,-5.57,-11.17,0.74
2008-03-19,189.01,191.08,195.0,188.11,18579,3.64,0.81,1.54,0.46
2008-03-20,189.9,192.94,196.0,179.5,14756,8.64,0.97,1.86,0.36
2008-03-21,194.3,193.68,197.0,191.2,3999,3.01,0.38,0.74,0.1
2008-03-24,194.0,192.31,196.36,189.6,9357,3.49,-0.71,-1.37,0.23
2008-03-25,188.0,186.96,191.98,186.0,11288,3.11,-2.78,-5.35,0.28
2008-03-26,187.5,185.49,190.0,183.0,4475,3.74,-0.79,-1.47,0.11
2008-03-27,181.0,181.06,187.98,180.9,18925,3.82,-2.39,-4.43,0.46
2008-03-28,181.5,186.58,187.6,180.0,6716,4.2,3.05,5.52,0.16
2008-03-31,185.8,187.71,189.5,183.0,15021,3.48,0.61,1.13,0.37
2008-04-01,189.5,184.65,189.5,182.0,13679,4.0,-1.63,-3.06,0.34
2008-04-02,184.0,182.58,189.0,172.01,16431,9.2,-1.12,-2.07,0.4
2008-04-03,179.0,178.01,182.0,175.0,13420,3.83,-2.5,-4.57,0.33
2008-04-07,177.0,184.78,185.5,175.0,21969,5.9,3.8,6.77,0.54
2008-04-08,184.5,191.53,193.0,182.0,13058,5.95,3.65,6.75,0.32
2008-04-09,188.7,183.45,190.0,182.85,12507,3.73,-4.22,-8.08,0.31
2008-04-10,182.0,178.39,183.0,175.9,20410,3.87,-2.76,-5.06,0.5
2008-04-11,178.5,175.65,179.0,175.0,23958,2.24,-1.54,-2.74,0.59
2008-04-14,174.98,168.09,174.98,167.68,21684,4.16,-4.3,-7.56,0.53
2008-04-15,167.0,168.38,168.5,161.5,20148,4.16,0.17,0.29,0.49
2008-04-16,168.0,169.12,173.0,164.06,15639,5.31,0.44,0.74,0.38
2008-04-17,170.5,169.12,174.0,166.1,10401,4.67,0.0,0.0,0.25
2008-04-18,166.65,170.06,172.5,164.0,13768,5.03,0.56,0.94,0.34
2008-04-21,180.0,171.54,183.0,166.02,14523,9.98,0.87,1.48,0.36
2008-04-22,166.0,165.2,172.0,155.0,22129,9.91,-3.7,-6.34,0.54
2008-04-23,161.4,171.02,173.0,157.0,12670,9.69,3.52,5.82,0.31
2008-04-24,183.0,185.97,188.12,177.0,39322,6.5,8.74,14.95,0.96
2008-04-25,184.0,177.82,184.0,177.8,23845,3.33,-4.38,-8.15,0.58
2008-04-28,175.99,176.6,177.47,170.17,12772,4.11,-0.69,-1.22,0.31
2008-04-29,172.01,176.57,177.77,172.01,6149,3.26,-0.02,-0.03,0.15
2008-04-30,176.66,183.13,184.9,176.66,11883,4.67,3.72,6.56,0.29
2008-05-05,183.4,183.66,185.58,181.88,8090,2.02,0.29,0.53,0.2
2008-05-06,183.0,179.78,183.0,178.08,8488,2.68,-2.11,-3.88,0.21
2008-05-07,178.0,175.54,181.6,175.48,7354,3.4,-2.36,-4.24,0.18
2008-05-08,174.99,179.03,179.8,171.0,8861,5.01,1.99,3.49,0.22
2008-05-09,179.99,177.74,179.99,175.51,5774,2.5,-0.72,-1.29,0.14
2008-05-12,174.49,181.0,182.55,172.8,9206,5.49,1.83,3.26,0.23
2008-05-13,176.48,178.96,182.9,175.2,5145,4.25,-1.13,-2.04,0.13
2008-05-14,177.3,180.76,181.3,177.12,6008,2.34,1.01,1.8,0.15
2008-05-15,182.0,183.58,187.5,179.0,14690,4.7,1.56,2.82,0.36
2008-05-16,183.0,182.94,186.0,182.05,4673,2.15,-0.35,-0.64,0.11
2008-05-19,182.94,180.01,182.94,179.06,3828,2.12,-1.6,-2.93,0.09
2008-05-20,178.1,173.09,181.2,173.0,9927,4.56,-3.84,-6.92,0.24
2008-05-21,171.6,173.64,177.0,170.0,19543,4.04,0.32,0.55,0.48
2008-05-22,173.34,172.84,175.0,168.44,7536,3.78,-0.46,-0.8,0.18
2008-05-23,170.01,172.0,173.0,170.0,12891,1.74,-0.49,-0.84,0.32
2008-05-26,170.0,172.84,173.0,170.0,7355,1.74,0.49,0.84,0.16
2008-05-27,170.98,169.81,174.0,169.6,15456,2.55,-1.75,-3.03,0.34
2008-05-29,169.88,169.84,172.0,167.25,9431,2.8,0.02,0.03,0.21
2008-05-30,169.7,168.14,170.5,167.01,5203,2.05,-1.0,-1.7,0.11
2008-06-02,168.8,171.18,172.0,164.0,8423,4.76,1.81,3.04,0.19
2008-06-03,170.0,170.79,172.0,169.51,6577,1.45,-0.23,-0.39,0.14
2008-06-04,168.04,168.18,170.0,167.69,6770,1.35,-1.53,-2.61,0.15
2008-06-05,168.0,164.99,170.88,164.7,3922,3.67,-1.9,-3.19,0.09
2008-06-06,164.99,163.82,165.01,161.01,7815,2.42,-0.71,-1.17,0.17
2008-06-10,159.06,157.83,160.99,156.11,12716,2.98,-3.66,-5.99,0.28
2008-06-11,156.83,157.49,158.0,154.0,9126,2.53,-0.22,-0.34,0.2
2008-06-12,157.48,151.21,157.48,147.4,13790,6.4,-3.99,-6.28,0.3
2008-06-13,148.11,149.49,151.4,148.11,6186,2.18,-1.14,-1.72,0.14
2008-06-16,147.7,144.5,148.0,144.44,10220,2.38,-3.34,-4.99,0.22
2008-06-17,143.51,141.97,143.51,140.11,17474,2.35,-1.75,-2.53,0.38
2008-06-18,140.32,144.29,145.0,139.58,17592,3.82,1.63,2.32,0.39
2008-06-19,144.8,140.47,144.8,140.0,6970,3.33,-2.65,-3.82,0.15
2008-06-20,140.0,143.91,145.38,139.19,14178,4.41,2.45,3.44,0.31
2008-06-23,142.0,134.9,142.0,134.01,15406,5.55,-6.26,-9.01,0.34
2008-06-24,130.11,136.63,137.5,128.0,22053,7.04,1.28,1.73,0.48
2008-06-25,135.2,144.51,145.0,134.01,12783,8.04,5.77,7.88,0.28
2008-06-26,146.5,145.55,148.0,142.5,7754,3.81,0.72,1.04,0.17
2008-06-27,142.39,140.26,143.65,139.01,16260,3.19,-3.63,-5.29,0.36
2008-06-30,138.0,138.58,142.0,137.11,8498,3.49,-1.2,-1.68,0.19
2008-07-01,138.58,136.7,138.58,136.0,7678,1.86,-1.36,-1.88,0.17
2008-07-02,136.5,136.11,137.99,135.01,6046,2.18,-0.43,-0.59,0.13
2008-07-03,134.73,141.03,143.0,134.42,7895,6.3,3.61,4.92,0.17
2008-07-04,141.03,141.28,142.25,139.03,3982,2.28,0.18,0.25,0.09
2008-07-07,141.28,146.01,146.5,140.0,12515,4.6,3.35,4.73,0.27
2008-07-08,145.87,143.79,147.7,143.25,13648,3.05,-1.52,-2.22,0.3
2008-07-09,144.51,145.8,148.0,144.51,10183,2.43,1.4,2.01,0.22
2008-07-10,145.0,146.05,147.33,144.3,7170,2.08,0.17,0.25,0.16
2008-07-11,145.01,144.51,146.78,144.0,3017,1.9,-1.05,-1.54,0.07
2008-07-14,144.98,147.1,147.5,143.8,5258,2.56,1.79,2.59,0.12
2008-07-15,147.11,145.33,148.18,144.81,5735,2.29,-1.2,-1.77,0.13
2008-07-16,144.8,147.64,148.24,143.0,9010,3.61,1.59,2.31,0.2
2008-07-17,147.7,155.19,157.8,147.7,18016,6.84,5.11,7.55,0.4
2008-07-18,153.0,157.96,158.49,152.5,9220,3.86,1.78,2.77,0.2
2008-07-21,156.78,161.51,162.0,156.0,8192,3.8,2.25,3.55,0.18
2008-07-22,161.51,158.97,164.99,158.0,4276,4.33,-1.57,-2.54,0.09
2008-07-23,158.11,156.72,159.52,155.02,4525,2.83,-1.42,-2.25,0.1
2008-07-24,157.3,161.34,161.5,157.3,4447,2.68,2.95,4.62,0.1
2008-07-25,160.08,161.5,163.0,158.62,5280,2.71,0.1,0.16,0.12
2008-07-28,162.36,162.0,163.5,161.5,2563,1.24,0.31,0.5,0.06
2008-07-29,161.99,161.78,162.98,158.51,3594,2.76,-0.14,-0.22,0.08
2008-07-30,162.01,160.96,162.3,159.0,3499,2.04,-0.51,-0.82,0.08
2008-07-31,160.19,159.89,160.96,158.52,4751,1.52,-0.66,-1.07,0.1
2008-08-01,158.81,159.04,161.0,156.68,3236,2.7,-0.53,-0.85,0.07
2008-08-04,157.21,157.15,159.95,156.8,2851,1.98,-1.19,-1.89,0.06
2008-08-05,156.69,156.39,158.1,156.0,2363,1.34,-0.48,-0.76,0.05
2008-08-06,157.38,157.46,158.3,155.55,3303,1.76,0.68,1.07,0.07
2008-08-07,156.55,153.53,157.99,152.5,4279,3.49,-2.5,-3.93,0.09
2008-08-08,153.2,152.52,154.28,150.8,6117,2.27,-0.66,-1.01,0.13
2008-08-11,149.0,146.07,153.0,146.0,7999,4.59,-4.23,-6.45,0.18
2008-08-12,144.9,147.64,149.0,143.11,4531,4.03,1.07,1.57,0.1
2008-08-13,146.99,147.96,148.58,146.3,6373,1.54,0.22,0.32,0.14
2008-08-14,147.99,149.01,152.6,146.67,12971,4.01,0.71,1.05,0.28
2008-08-15,149.0,151.78,153.0,148.1,5541,3.29,1.86,2.77,0.12
2008-08-18,151.78,146.43,152.9,146.2,3339,4.41,-3.52,-5.35,0.07
2008-08-19,142.09,144.02,146.81,142.09,6270,3.22,-1.65,-2.41,0.14
2008-08-20,143.08,151.26,153.0,143.08,7250,6.89,5.03,7.24,0.16
2008-08-21,149.52,147.87,153.0,145.01,5143,5.28,-2.24,-3.39,0.11
2008-08-22,147.97,145.27,148.88,144.16,2911,3.19,-1.76,-2.6,0.06
2008-08-25,145.17,144.21,145.9,142.52,4776,2.33,-0.73,-1.06,0.1
2008-08-26,144.22,140.01,144.22,138.8,4705,3.76,-2.91,-4.2,0.1
2008-08-27,138.13,135.15,142.49,134.97,4539,5.37,-3.47,-4.86,0.1
2008-08-28,139.98,136.5,142.0,136.0,9634,4.44,1.0,1.35,0.21
2008-08-29,136.98,139.99,141.0,136.0,9172,3.66,2.56,3.49,0.2
2008-09-01,139.7,135.65,140.3,135.51,13856,3.42,-3.1,-4.34,0.3
2008-09-02,135.66,129.99,135.66,127.84,26629,5.76,-4.17,-5.66,0.59
2008-09-03,128.51,127.15,128.8,125.69,35456,2.39,-2.18,-2.84,0.78
2008-09-04,127.16,129.44,130.0,126.61,8056,2.67,1.8,2.29,0.18
2008-09-05,127.75,131.25,131.8,126.1,8607,4.4,1.4,1.81,0.19
2008-09-08,131.38,130.56,132.55,128.91,8049,2.77,-0.53,-0.69,0.18
2008-09-09,129.04,132.8,133.45,129.04,4145,3.38,1.72,2.24,0.09
2008-09-10,131.5,132.77,136.0,131.5,6604,3.39,-0.02,-0.03,0.15
2008-09-11,133.88,132.37,133.88,132.0,4657,1.42,-0.3,-0.4,0.1
2008-09-12,132.31,133.0,134.34,132.31,6202,1.53,0.48,0.63,0.14
2008-09-16,132.78,131.23,132.81,129.02,13758,2.85,-1.33,-1.77,0.3
2008-09-17,131.33,128.18,132.8,127.8,8524,3.81,-2.32,-3.05,0.19
2008-09-18,127.5,120.82,128.0,118.18,30582,7.66,-5.74,-7.36,0.67
2008-09-19,132.9,132.9,132.9,130.0,46747,2.4,10.0,12.08,1.03
2008-09-22,137.9,132.84,144.0,132.73,56487,8.48,-0.05,-0.06,1.24
2008-09-23,130.08,120.31,130.08,120.05,34956,7.55,-9.43,-12.53,0.77
2008-09-24,119.0,126.48,126.78,115.18,14198,9.64,5.13,6.17,0.31
2008-09-25,126.5,129.19,131.5,126.5,15070,3.95,2.14,2.71,0.33
2008-09-26,129.91,131.89,133.88,129.91,13690,3.07,2.09,2.7,0.3
2008-10-06,130.8,127.18,131.9,125.0,6102,5.23,-3.57,-4.71,0.13
2008-10-07,125.01,124.05,126.0,121.03,9957,3.91,-2.46,-3.13,0.22
2008-10-08,121.9,120.3,123.0,120.13,10344,2.31,-3.02,-3.75,0.23
2008-10-09,122.2,117.55,122.3,117.5,8767,3.99,-2.29,-2.75,0.19
2008-10-10,114.0,111.4,114.8,110.11,13547,3.99,-5.23,-6.15,0.3
2008-10-13,111.0,111.47,111.59,102.2,22093,8.43,0.06,0.07,0.49
2008-10-14,116.17,106.6,117.45,106.46,11844,9.86,-4.37,-4.87,0.26
