epoch,lossD,lossG,lossG+lossD,step,test_RMSE,val_RMSE,val_loss
0,0.5002058148384094,0.2595788836479187,0.7597846984863281,9,,,
0,0.5000336170196533,0.2534591853618622,0.7534928321838379,19,,,
0,0.5000036954879761,0.24951596558094025,0.7495196461677551,29,,,
0,0.5000044703483582,0.24836423993110657,0.7483687400817871,39,,,
0,0.4999912977218628,0.2490958273410797,0.7490870952606201,49,,,
0,0.49998459219932556,0.24997229874134064,0.7499569058418274,59,,,
0,,,,60,,38.68973159790039,8.928020542953163e-05
1,0.49998486042022705,0.25023847818374634,0.7502233386039734,69,,,
1,0.49999672174453735,0.25010040402412415,0.7500971555709839,79,,,
1,0.49999764561653137,0.2499946504831314,0.749992311000824,89,,,
1,0.4999755620956421,0.2499198317527771,0.7498953938484192,99,,,
1,0.49995771050453186,0.24987560510635376,0.749833345413208,109,,,
1,0.499958336353302,0.24985742568969727,0.7498157620429993,119,,,
1,,,,121,,51.38310241699219,0.00015747238649055362
2,0.4999634027481079,0.24979981780052185,0.7497632503509521,129,,,
2,0.4999954104423523,0.249887153506279,0.7498825788497925,139,,,
2,0.5000708103179932,0.2503916919231415,0.750462532043457,149,,,
2,0.4999542236328125,0.25010454654693604,0.7500587701797485,159,,,
2,0.49970030784606934,0.24944916367530823,0.7491494417190552,169,,,
2,0.4995386600494385,0.24887800216674805,0.7484166622161865,179,,,
2,,,,182,,62.13844299316406,0.00023029500152915716
3,0.4997318387031555,0.2496393769979477,0.7493712306022644,189,,,
3,0.5000933408737183,0.25144901871681213,0.751542329788208,199,,,
3,0.5002506971359253,0.2509540617465973,0.7512047290802002,209,,,
3,0.5001221299171448,0.24968379735946655,0.7498059272766113,219,,,
3,0.4999026954174042,0.24903857707977295,0.7489413022994995,229,,,
3,0.4997410178184509,0.24927325546741486,0.7490142583847046,239,,,
3,,,,243,,155.97315979003906,0.0014509870670735836
4,0.4995010793209076,0.2495114803314209,0.7490125894546509,249,,,
4,0.4994829297065735,0.24780794978141785,0.747290849685669,259,,,
4,0.4995687007904053,0.2507869601249695,0.7503556609153748,269,,,
4,0.49962764978408813,0.25166839361190796,0.7512960433959961,279,,,
4,0.5001516342163086,0.25291845202445984,0.7530701160430908,289,,,
4,0.5002202391624451,0.2509617507457733,0.751181960105896,299,,,
4,,,,304,,91.76859283447266,0.0005022869445383549
5,0.5004904270172119,0.24984405934810638,0.7503345012664795,309,,,
5,0.4997655749320984,0.2505034804344177,0.7502690553665161,319,,,
5,0.49864864349365234,0.24858643114566803,0.7472350597381592,329,,,
5,0.4983596205711365,0.2476881891489029,0.7460477948188782,339,,,
5,0.4987678825855255,0.2502686083316803,0.7490364909172058,349,,,
5,0.4998875558376312,0.25126951932907104,0.7511570453643799,359,,,
5,,,,365,,49.65005874633789,0.00014702910266350955
6,0.5012968182563782,0.2523229718208313,0.7536197900772095,369,,,
6,0.501102864742279,0.25349491834640503,0.7545977830886841,379,,,
6,0.5007985234260559,0.24848845601081848,0.7492870092391968,389,,,
6,0.5002676248550415,0.24951507151126862,0.7497826814651489,399,,,
6,0.4996751546859741,0.24961814284324646,0.749293327331543,409,,,
6,0.49890750646591187,0.24855300784111023,0.7474604845046997,419,,,
6,,,,426,,166.82643127441406,0.00165994418784976
7,0.4982711672782898,0.251320481300354,0.7495916485786438,429,,,
7,0.4983093738555908,0.25463563203811646,0.7529450058937073,439,,,
7,0.49728214740753174,0.24565699696540833,0.7429391145706177,449,,,
7,0.49830901622772217,0.2567962408065796,0.7551052570343018,459,,,
7,0.4990611970424652,0.24914169311523438,0.748202919960022,469,,,
7,0.5013349056243896,0.2523733973503113,0.7537083029747009,479,,,
7,,,,487,,183.24053955078125,0.002002658322453499
8,0.5057374238967896,0.25412508845329285,0.7598625421524048,489,,,
8,0.5003067851066589,0.2529812157154083,0.7532880306243896,499,,,
8,0.48828381299972534,0.24614503979682922,0.734428882598877,509,,,
8,0.44644320011138916,0.2645900249481201,0.7110332250595093,519,,,
8,0.3662925958633423,0.27734288573265076,0.6436355113983154,529,,,
8,0.27122971415519714,0.3488960266113281,0.6201257705688477,539,,,
8,,,,548,,450.6894226074219,0.012114864774048328
9,0.24246224761009216,0.3688584268093109,0.6113206744194031,549,,,
9,0.42602354288101196,0.3062974214553833,0.7323209643363953,559,,,
9,0.6082875728607178,0.39404618740081787,1.0023337602615356,569,,,
9,0.6142079830169678,0.430243581533432,1.0444515943527222,579,,,
9,0.5601328611373901,0.41766250133514404,0.9777953624725342,589,,,
9,0.5248427391052246,0.3677551746368408,0.8925979137420654,599,,,
9,0.4979790449142456,0.3207136392593384,0.818692684173584,609,,,
9,,,,609,,619.4855346679688,0.02288895845413208
10,0.4812949597835541,0.3055689334869385,0.7868639230728149,619,,,
10,0.46604201197624207,0.30349040031433105,0.7695324420928955,629,,,
10,0.46188580989837646,0.27421337366104126,0.7360991835594177,639,,,
10,0.43933868408203125,0.3271605372428894,0.7664992213249207,649,,,
10,0.43081140518188477,0.33105790615081787,0.7618693113327026,659,,,
10,0.4012504816055298,0.35602664947509766,0.7572771310806274,669,,,
10,,,,670,,227.3690185546875,0.0030833750497549772
11,0.40508681535720825,0.365556538105011,0.7706433534622192,679,,,
11,0.42091453075408936,0.3134014904499054,0.7343159914016724,689,,,
11,0.5111745595932007,0.2264559119939804,0.7376304864883423,699,,,
11,0.5399507284164429,0.17341560125350952,0.7133663296699524,709,,,
11,0.5532464981079102,0.17169585824012756,0.7249423265457153,719,,,
11,0.5361090302467346,0.18190324306488037,0.718012273311615,729,,,
11,,,,731,,200.04086303710938,0.002386718522757292
12,0.5361675024032593,0.183738574385643,0.7199060916900635,739,,,
12,0.5364730358123779,0.19675984978675842,0.733232855796814,749,,,
12,0.5185352563858032,0.2119772732257843,0.7305124998092651,759,,,
12,0.5124732255935669,0.22649610042572021,0.7389693260192871,769,,,
12,0.4952618479728699,0.2404746115207672,0.7357364892959595,779,,,
12,0.49638551473617554,0.2547045946121216,0.7510901093482971,789,,,
12,,,,792,,374.3294982910156,0.008357412181794643
13,0.4898536205291748,0.2693554759025574,0.7592090964317322,799,,,
13,0.48056039214134216,0.28496217727661133,0.7655225992202759,809,,,
13,0.47211095690727234,0.29760459065437317,0.7697155475616455,819,,,
13,0.44954919815063477,0.29844698309898376,0.7479962110519409,829,,,
13,0.45194011926651,0.31608641147613525,0.7680265307426453,839,,,
13,0.4683658480644226,0.3060275912284851,0.7743934392929077,849,,,
13,,,,853,,142.26950073242188,0.0012072226963937283
14,0.4681093692779541,0.30562037229537964,0.7737297415733337,859,,,
14,0.46633380651474,0.2858985364437103,0.7522323131561279,869,,,
14,0.4761820435523987,0.27489298582077026,0.751075029373169,879,,,
14,0.48011940717697144,0.27538180351257324,0.7555012106895447,889,,,
14,0.48484674096107483,0.25621604919433594,0.7410627603530884,899,,,
14,0.47946107387542725,0.2596762776374817,0.7391373515129089,909,,,
14,,,,914,,27.02157974243164,4.354970224085264e-05
15,0.4661174714565277,0.2702057361602783,0.7363232374191284,919,,,
15,0.4623940587043762,0.28534114360809326,0.7477352023124695,929,,,
15,0.4708678126335144,0.27698421478271484,0.7478520274162292,939,,,
15,0.45133909583091736,0.2969467341899872,0.7482858300209045,949,,,
15,0.47940486669540405,0.26968568563461304,0.7490905523300171,959,,,
15,0.46833884716033936,0.27864426374435425,0.7469831109046936,969,,,
15,,,,975,,13.141714096069336,1.0300725989509374e-05
16,0.4684738516807556,0.276536226272583,0.7450100779533386,979,,,
16,0.48654603958129883,0.2522801160812378,0.7388261556625366,989,,,
16,0.46923601627349854,0.28061792254447937,0.7498539686203003,999,,,
16,0.4701448082923889,0.27313432097435,0.7432790994644165,1009,,,
16,0.484661340713501,0.2661440670490265,0.7508053779602051,1019,,,
16,0.46576178073883057,0.30084824562072754,0.7666100263595581,1029,,,
16,,,,1036,,46.777320861816406,0.00013050719280727208
17,0.46876776218414307,0.30485621094703674,0.7736239433288574,1039,,,
17,0.4979102909564972,0.3292466998100281,0.8271570205688477,1049,,,
17,0.5010738372802734,0.20958277583122253,0.7106566429138184,1059,,,
17,0.48902279138565063,0.29673027992248535,0.785753071308136,1069,,,
17,0.49227064847946167,0.21289819478988647,0.7051688432693481,1079,,,
17,0.49420294165611267,0.20681878924369812,0.7010217308998108,1089,,,
17,,,,1097,,24.770206451416016,3.659510548459366e-05
18,0.4833584427833557,0.2780665457248688,0.7614250183105469,1099,,,
18,0.474483847618103,0.26501336693763733,0.739497184753418,1109,,,
18,0.4858853816986084,0.23978093266487122,0.7256662845611572,1119,,,
18,0.49803850054740906,0.22913163900375366,0.7271701097488403,1129,,,
18,0.4791383147239685,0.2508556842803955,0.729993999004364,1139,,,
18,0.47830718755722046,0.27475205063819885,0.7530592679977417,1149,,,
18,,,,1158,,33.54194641113281,6.71027519274503e-05
19,0.47601398825645447,0.26325657963752747,0.7392705678939819,1159,,,
19,0.48205140233039856,0.31358644366264343,0.795637845993042,1169,,,
19,0.5140594840049744,0.22156742215156555,0.7356269359588623,1179,,,
19,0.47576209902763367,0.3125770390033722,0.7883391380310059,1189,,,
19,0.49125006794929504,0.21804338693618774,0.7092934846878052,1199,,,
19,0.4979150891304016,0.23692786693572998,0.7348429560661316,1209,,,
19,0.4790067672729492,0.26438820362091064,0.7433949708938599,1219,,,
19,,,,1219,,17.72601890563965,1.874071494967211e-05
20,0.48373621702194214,0.24971577525138855,0.7334519624710083,1229,,,
20,0.5120197534561157,0.22851336002349854,0.7405331134796143,1239,,,
20,0.47413554787635803,0.2792580723762512,0.7533936500549316,1249,,,
20,0.45471125841140747,0.2817326784133911,0.7364439368247986,1259,,,
20,0.49683767557144165,0.2655436396598816,0.7623813152313232,1269,,,
20,0.48881959915161133,0.34351658821105957,0.8323361873626709,1279,,,
20,,,,1280,,11.39052677154541,7.738402928225696e-06
21,0.47880640625953674,0.24917162954807281,0.7279780507087708,1289,,,
21,0.4893793761730194,0.248064324259758,0.7374436855316162,1299,,,
21,0.4821447730064392,0.2449648082256317,0.7271095514297485,1309,,,
21,0.4784737527370453,0.24011287093162537,0.7185866236686707,1319,,,
21,0.4751431941986084,0.2519884705543518,0.7271316647529602,1329,,,
21,0.4863084852695465,0.26391810178756714,0.750226616859436,1339,,,
21,,,,1341,,19.04990577697754,2.16445932892384e-05
22,0.4780616760253906,0.3076167702674866,0.7856784462928772,1349,,,
22,0.46943700313568115,0.27145493030548096,0.7408919334411621,1359,,,
22,0.4932836592197418,0.24145197868347168,0.7347356081008911,1369,,,
22,0.4966828227043152,0.2555331587791443,0.7522159814834595,1379,,,
22,0.4767380654811859,0.29085773229599,0.7675957679748535,1389,,,
22,0.4890706539154053,0.2317201793193817,0.7207908630371094,1399,,,
22,,,,1402,,16.509313583374023,1.625630284252111e-05
23,0.4891369938850403,0.2547132670879364,0.7438502311706543,1409,,,
23,0.4766223430633545,0.3007972240447998,0.7774195671081543,1419,,,
23,0.4724910855293274,0.25087302923202515,0.7233641147613525,1429,,,
23,0.48523402214050293,0.23348702490329742,0.7187210321426392,1439,,,
23,0.4752902388572693,0.2633415758609772,0.7386318445205688,1449,,,
23,0.46768611669540405,0.2830663025379181,0.7507524490356445,1459,,,
23,,,,1463,,13.218754768371582,1.0421850674902089e-05
24,0.4645116329193115,0.27564361691474915,0.7401552200317383,1469,,,
24,0.48888757824897766,0.2641897201538086,0.7530772686004639,1479,,,
24,0.4843580722808838,0.2775874435901642,0.7619454860687256,1489,,,
24,0.4765268564224243,0.2753802537918091,0.7519071102142334,1499,,,
24,0.4708603620529175,0.2921317517757416,0.7629921436309814,1509,,,
24,0.4770270586013794,0.251351535320282,0.7283785939216614,1519,,,
24,,,,1524,,14.348308563232422,1.227905977430055e-05
25,0.45587652921676636,0.32407742738723755,0.7799539566040039,1529,,,
25,0.46873804926872253,0.2579374611377716,0.7266755104064941,1539,,,
25,0.46780046820640564,0.2573980987071991,0.7251985669136047,1549,,,
25,0.4638745188713074,0.2682310938835144,0.7321056127548218,1559,,,
25,0.46528762578964233,0.2562098503112793,0.7214974761009216,1569,,,
25,0.4841872453689575,0.25464338064193726,0.7388306260108948,1579,,,
25,,,,1585,,14.854255676269531,1.3160292837710585e-05
26,0.4802096486091614,0.25538739562034607,0.7355970144271851,1589,,,
26,0.4935312271118164,0.22357672452926636,0.7171079516410828,1599,,,
26,0.47806471586227417,0.25738513469696045,0.7354498505592346,1609,,,
26,0.4684319496154785,0.2856060862541199,0.7540380358695984,1619,,,
26,0.46004271507263184,0.2936217188835144,0.7536644339561462,1629,,,
26,0.4925042986869812,0.27570050954818726,0.7682048082351685,1639,,,
26,,,,1646,,14.376870155334473,1.2327995136729442e-05
27,0.5127043724060059,0.2580539584159851,0.770758330821991,1649,,,
27,0.5010728240013123,0.26845383644104004,0.7695266604423523,1659,,,
27,0.4874744713306427,0.32036256790161133,0.8078370094299316,1669,,,
27,0.48156797885894775,0.36577263474464417,0.8473405838012695,1679,,,
27,0.4966285824775696,0.19468115270137787,0.6913097500801086,1689,,,
27,0.4714769423007965,0.2432677149772644,0.7147446870803833,1699,,,
27,,,,1707,,13.71808910369873,1.1224085028516129e-05
28,0.4728483259677887,0.2851071059703827,0.7579554319381714,1709,,,
28,0.479241281747818,0.25103843212127686,0.7302796840667725,1719,,,
28,0.4734739661216736,0.2686838209629059,0.7421578168869019,1729,,,
28,0.4584944248199463,0.3030577301979065,0.7615521550178528,1739,,,
28,0.46685150265693665,0.2813270688056946,0.7481786012649536,1749,,,
28,0.4767438471317291,0.2734833359718323,0.7502272129058838,1759,,,
28,,,,1768,,14.567266464233398,1.2656681064981967e-05
29,0.4737476408481598,0.27056342363357544,0.7443110942840576,1769,,,
29,0.48165667057037354,0.2884904444217682,0.7701470851898193,1779,,,
29,0.47336792945861816,0.28834277391433716,0.7617107033729553,1789,,,
29,0.48905038833618164,0.2426735907793045,0.731723964214325,1799,,,
29,0.5264149308204651,0.25542712211608887,0.781842052936554,1809,,,
29,0.4649840295314789,0.2723422944545746,0.7373263239860535,1819,,,
29,0.4883573055267334,0.27536100149154663,0.76371830701828,1829,,,
29,,,,1829,,10.830179214477539,6.9957632149453275e-06
30,0.49657100439071655,0.25074052810668945,0.747311532497406,1839,,,
30,0.478545606136322,0.2784026861190796,0.7569482922554016,1849,,,
30,0.4709455966949463,0.2721278667449951,0.7430734634399414,1859,,,
30,0.47748592495918274,0.3129603862762451,0.7904462814331055,1869,,,
30,0.48356688022613525,0.3262701630592346,0.8098370432853699,1879,,,
30,0.499085009098053,0.3414876461029053,0.8405726552009583,1889,,,
30,,,,1890,,12.07087516784668,8.690429240232334e-06
31,0.43728727102279663,0.3583795726299286,0.7956668138504028,1899,,,
31,0.4830353856086731,0.20922580361366272,0.6922612190246582,1909,,,
31,0.47670698165893555,0.249872088432312,0.7265790700912476,1919,,,
31,0.46682530641555786,0.2894044518470764,0.7562297582626343,1929,,,
31,0.47107478976249695,0.3482791781425476,0.8193539381027222,1939,,,
31,0.49443507194519043,0.2694573402404785,0.763892412185669,1949,,,
31,,,,1951,,11.099411964416504,7.347907740040682e-06
32,0.47600090503692627,0.3475305438041687,0.823531448841095,1959,,,
32,0.47491219639778137,0.2529769837856293,0.7278891801834106,1969,,,
32,0.4535643458366394,0.33266574144363403,0.7862300872802734,1979,,,
32,0.4811406135559082,0.2679077982902527,0.7490484118461609,1989,,,
32,0.46505433320999146,0.26555126905441284,0.7306056022644043,1999,,,
32,0.46797776222229004,0.2435695230960846,0.7115472555160522,2009,,,
32,,,,2012,,13.270870208740234,1.0504189049242996e-05
33,0.47936490178108215,0.228006049990654,0.707370936870575,2019,,,
33,0.5095839500427246,0.21847787499427795,0.7280617952346802,2029,,,
33,0.4756624102592468,0.27347636222839355,0.7491387724876404,2039,,,
33,0.4693607687950134,0.2810927927494049,0.7504535913467407,2049,,,
33,0.4598246216773987,0.2581406235694885,0.7179652452468872,2059,,,
33,0.4903181791305542,0.2590123116970062,0.7493305206298828,2069,,,
33,,,,2073,,14.730987548828125,1.2942778084834572e-05
34,0.487714946269989,0.2528102397918701,0.7405251860618591,2079,,,
34,0.4835456609725952,0.2797657251358032,0.7633113861083984,2089,,,
34,0.49966102838516235,0.27824562788009644,0.7779066562652588,2099,,,
34,0.4910163879394531,0.3200933039188385,0.8111096620559692,2109,,,
34,0.46821337938308716,0.3851200044155121,0.8533333539962769,2119,,,
34,0.4723201096057892,0.2138858139514923,0.6862059235572815,2129,,,
34,,,,2134,,12.30446720123291,9.030033652379643e-06
35,0.48999443650245667,0.2743791937828064,0.7643736600875854,2139,,,
35,0.46288785338401794,0.3150392174720764,0.777927041053772,2149,,,
35,0.4842281639575958,0.20947813987731934,0.6937062740325928,2159,,,
35,0.46198707818984985,0.2539195418357849,0.7159066200256348,2169,,,
35,0.45555350184440613,0.2897515892982483,0.745305061340332,2179,,,
35,0.4777819812297821,0.30933159589767456,0.7871135473251343,2189,,,
35,,,,2195,,12.129071235656738,8.774430170888081e-06
36,0.4881202280521393,0.29204991459846497,0.7801701426506042,2199,,,
36,0.4507693946361542,0.28573232889175415,0.7365016937255859,2209,,,
36,0.48666951060295105,0.27177202701568604,0.7584415674209595,2219,,,
36,0.47877973318099976,0.2797262668609619,0.7585060000419617,2229,,,
36,0.45007553696632385,0.2924841642379761,0.7425596714019775,2239,,,
36,0.44355952739715576,0.33506304025650024,0.778622567653656,2249,,,
36,,,,2256,,12.127424240112305,8.772046385274734e-06
37,0.4660952389240265,0.30155888199806213,0.7676541209220886,2259,,,
37,0.4651499092578888,0.27708446979522705,0.7422343492507935,2269,,,
37,0.4719694256782532,0.28832077980041504,0.7602902054786682,2279,,,
37,0.46472471952438354,0.28189221024513245,0.7466169595718384,2289,,,
37,0.45161765813827515,0.3538898825645447,0.8055075407028198,2299,,,
37,0.45546624064445496,0.327362060546875,0.7828283309936523,2309,,,
37,,,,2317,,12.625406265258789,9.50724097492639e-06
38,0.4793601334095001,0.25041627883911133,0.7297763824462891,2319,,,
38,0.47003358602523804,0.25982534885406494,0.729858934879303,2329,,,
38,0.460895299911499,0.2856067419052124,0.7465020418167114,2339,,,
38,0.4530240297317505,0.31862127780914307,0.7716453075408936,2349,,,
38,0.43378904461860657,0.31213438510894775,0.7459233999252319,2359,,,
38,0.47301235795021057,0.2755959630012512,0.7486083507537842,2369,,,
38,,,,2378,,11.21851634979248,7.506450401706388e-06
39,0.46514463424682617,0.2868463099002838,0.7519909143447876,2379,,,
39,0.4544449746608734,0.27840009331703186,0.7328450679779053,2389,,,
39,0.47421994805336,0.2605013847351074,0.734721302986145,2399,,,
39,0.4820765256881714,0.3274509906768799,0.8095275163650513,2409,,,
39,0.4718836545944214,0.25907737016677856,0.7309610247612,2419,,,
39,0.4860459864139557,0.2608819007873535,0.7469278573989868,2429,,,
39,0.5028105974197388,0.2902819514274597,0.7930925488471985,2439,,,
39,,,,2439,,12.351296424865723,9.098899681703188e-06
40,0.4553331136703491,0.28952938318252563,0.7448624968528748,2449,,,
40,0.49108678102493286,0.27777427434921265,0.7688610553741455,2459,,,
40,0.4709232449531555,0.2587853670120239,0.7297086119651794,2469,,,
40,0.4907579720020294,0.23992367088794708,0.7306816577911377,2479,,,
40,0.4605134427547455,0.2841600775718689,0.744673490524292,2489,,,
40,0.5208686590194702,0.3523140549659729,0.8731827139854431,2499,,,
40,,,,2500,,11.704894065856934,8.171443369064946e-06
41,0.46693548560142517,0.24747814238071442,0.7144136428833008,2509,,,
41,0.4475844204425812,0.3178923428058624,0.7654767632484436,2519,,,
41,0.48826032876968384,0.30486103892326355,0.793121337890625,2529,,,
41,0.43114393949508667,0.3560234010219574,0.7871673107147217,2539,,,
41,0.4479573965072632,0.32924002408981323,0.7771974205970764,2549,,,
41,0.515637993812561,0.25921913981437683,0.7748571634292603,2559,,,
41,,,,2561,,11.141779899597168,7.404111329378793e-06
42,0.47886157035827637,0.2501424551010132,0.7290040254592896,2569,,,
42,0.42826414108276367,0.2980846166610718,0.7263487577438354,2579,,,
42,0.4772031009197235,0.2530238926410675,0.730226993560791,2589,,,
42,0.4304981231689453,0.3450321555137634,0.7755302786827087,2599,,,
42,0.4855470061302185,0.3278108537197113,0.8133578300476074,2609,,,
42,0.46528011560440063,0.28289949893951416,0.7481796145439148,2619,,,
42,,,,2622,,12.390024185180664,9.156046871794388e-06
43,0.46857649087905884,0.28902173042297363,0.7575982213020325,2629,,,
43,0.466179758310318,0.3716871738433838,0.8378669023513794,2639,,,
43,0.4747021198272705,0.2686007022857666,0.7433028221130371,2649,,,
43,0.4526490271091461,0.25709134340286255,0.709740400314331,2659,,,
43,0.4976782202720642,0.20323282480239868,0.7009110450744629,2669,,,
43,0.46645069122314453,0.23115918040275574,0.6976099014282227,2679,,,
43,,,,2683,,12.270210266113281,8.979821359389462e-06
44,0.479498952627182,0.2458900511264801,0.7253890037536621,2689,,,
44,0.488197386264801,0.2081189751625061,0.6963163614273071,2699,,,
44,0.4473465085029602,0.2904837727546692,0.7378302812576294,2709,,,
44,0.47566673159599304,0.28124409914016724,0.7569108009338379,2719,,,
44,0.4799485206604004,0.2696344256401062,0.7495829463005066,2729,,,
44,0.4920380413532257,0.23493582010269165,0.7269738912582397,2739,,,
44,,,,2744,,12.660263061523438,9.559809768688865e-06
45,0.4814724624156952,0.20227821171283722,0.6837506890296936,2749,,,
45,0.4806863069534302,0.219624862074852,0.7003111839294434,2759,,,
45,0.46037667989730835,0.24526754021644592,0.7056442499160767,2769,,,
45,0.45854058861732483,0.2901824116706848,0.748723030090332,2779,,,
45,0.46319180727005005,0.31780338287353516,0.7809951901435852,2789,,,
45,0.4784194827079773,0.28221821784973145,0.7606377005577087,2799,,,
45,,,,2805,,11.766284942626953,8.257383342424873e-06
46,0.4475116729736328,0.2744520902633667,0.7219637632369995,2809,,,
46,0.44584161043167114,0.2815355360507965,0.72737717628479,2819,,,
46,0.4387551546096802,0.2814796268939972,0.720234751701355,2829,,,
46,0.4477699398994446,0.31094837188720703,0.7587183117866516,2839,,,
46,0.44729721546173096,0.3566240668296814,0.8039212822914124,2849,,,
46,0.41345643997192383,0.33631038665771484,0.7497668266296387,2859,,,
46,,,,2866,,11.510930061340332,7.902865945652593e-06
47,0.47323596477508545,0.27618223428726196,0.7494181990623474,2869,,,
