epoch,step,test_RMSE,train_loss,val_RMSE,val_loss
0,9,,0.00019601080566644669,,
0,19,,0.00011144296877318993,,
0,29,,8.126106695272028e-05,,
0,39,,5.478308230522089e-05,,
0,49,,9.456133557250723e-05,,
0,59,,3.266123530920595e-05,,
0,60,,,12.92769718170166,9.967955520551186e-06
1,69,,5.717317617381923e-05,,
1,79,,6.398881669156253e-05,,
1,89,,4.814906060346402e-05,,
1,99,,5.420989327831194e-05,,
1,109,,2.8764750823029317e-05,,
1,119,,8.957791578723118e-06,,
1,121,,,10.115010261535645,6.102339739300078e-06
2,129,,6.008686250424944e-05,,
2,139,,9.363215212943032e-06,,
2,149,,1.150964180851588e-05,,
2,159,,1.308126411458943e-05,,
2,169,,2.8722238312184345e-06,,
2,179,,2.7886422685696743e-05,,
2,182,,,7.50166130065918,3.356438128321315e-06
3,189,,2.3249545847647823e-05,,
3,199,,1.4195117728377227e-05,,
3,209,,6.3875477280816995e-06,,
3,219,,3.4546210372354835e-06,,
3,229,,2.2533026822202373e-06,,
3,239,,1.7117559764301404e-05,,
3,243,,,5.290097236633301,1.6691335531504592e-06
4,249,,3.088591029154486e-06,,
4,259,,2.2993724542175187e-06,,
4,269,,1.3662955097970553e-05,,
4,279,,4.047691163577838e-06,,
4,289,,4.658313173422357e-06,,
4,299,,1.3622003507407499e-06,,
4,304,,,4.256433010101318,1.0805761121446267e-06
5,309,,1.9436085949564585e-06,,
5,319,,4.848573553317692e-06,,
5,329,,1.4625452422478702e-05,,
5,339,,3.1640506676922087e-06,,
5,349,,5.869088454346638e-06,,
5,359,,2.575251073722029e-06,,
5,365,,,4.131624698638916,1.0181354355154326e-06
6,369,,2.692739144549705e-06,,
6,379,,2.236599584648502e-06,,
6,389,,6.371356448653387e-06,,
6,399,,2.1887033199163852e-06,,
6,409,,2.020308556893724e-06,,
6,419,,2.51453911914723e-06,,
6,426,,,4.176673889160156,1.0404587555967737e-06
7,429,,0.00015414561494253576,,
7,439,,1.466484945922275e-06,,
7,449,,1.7544550701131811e-06,,
