epoch,step,test_RMSE,train_loss,val_RMSE,val_loss
0,9,,0.00038666746695525944,,
0,19,,0.0002468902384862304,,
0,29,,0.00018640562484506518,,
0,39,,0.00022199896920938045,,
0,49,,0.00031545376987196505,,
0,59,,0.00015984980564098805,,
0,60,,,11.158503532409668,0.0001230487832799554
1,69,,0.00019248193711973727,,
1,79,,0.00019342747691553086,,
1,89,,0.0001492898300057277,,
1,99,,0.0001655330415815115,,
1,109,,9.435879474040121e-05,,
1,119,,6.971374386921525e-05,,
1,121,,,5.302392959594727,5.38896129000932e-05
2,129,,0.00013044809747952968,,
2,139,,5.9061640058644116e-05,,
2,149,,8.759536285651848e-05,,
2,159,,5.0003429350908846e-05,,
2,169,,5.077389141661115e-05,,
2,179,,5.807451452710666e-05,,
2,182,,,3.7565581798553467,3.5435674362815917e-05
3,189,,7.045404345262796e-05,,
3,199,,4.280380380805582e-05,,
3,209,,7.658753747818992e-05,,
3,219,,5.015184069634415e-05,,
3,229,,4.1611510823713616e-05,,
3,239,,8.461275865556672e-05,,
3,243,,,3.194125175476074,3.1486557418247685e-05
4,249,,4.446908496902324e-05,,
4,259,,3.886596823576838e-05,,
4,269,,7.318974530790001e-05,,
4,279,,4.6636167098768055e-05,,
4,289,,4.0646380512043834e-05,,
4,299,,2.579752981546335e-05,,
4,304,,,3.0408217906951904,2.972421316371765e-05
5,309,,3.5675711842486635e-05,,
5,319,,7.356853893725201e-05,,
5,329,,7.972917228471488e-05,,
5,339,,3.781444320338778e-05,,
5,349,,3.840816134470515e-05,,
5,359,,4.474704837775789e-05,,
5,365,,,2.737762451171875,2.6977369998348877e-05
6,369,,4.7579607780789956e-05,,
6,379,,2.696943556657061e-05,,
6,389,,5.8225003158440813e-05,,
6,399,,4.210708357277326e-05,,
6,409,,3.896392445312813e-05,,
6,419,,4.119845470995642e-05,,
6,426,,,2.7600252628326416,2.712884815991856e-05
7,429,,0.0001815204304875806,,
7,439,,3.307150473119691e-05,,
7,449,,4.0437342249788344e-05,,
7,459,,3.1944036891218275e-05,,
7,469,,2.8791035219910555e-05,,
7,479,,4.626414010999724e-05,,
7,487,,,2.689168691635132,2.64606987911975e-05
8,489,,3.890194420819171e-05,,
8,499,,4.979857476428151e-05,,
8,509,,4.660350168705918e-05,,
8,519,,3.942648254451342e-05,,
8,529,,3.803547588177025e-05,,
8,539,,3.712223769980483e-05,,
8,548,,,2.755692958831787,2.6771942430059426e-05
9,549,,3.911605745088309e-05,,
9,559,,4.7764606279088184e-05,,
9,569,,4.845678267884068e-05,,
9,579,,8.980050915852189e-05,,
9,589,,4.116138370591216e-05,,
9,599,,3.867430132231675e-05,,
9,609,,3.800537160714157e-05,,
9,609,,,2.7569832801818848,2.7377176593290642e-05
10,619,,3.302428012830205e-05,,
10,629,,4.5680277253268287e-05,,
10,639,,6.855142419226468e-05,,
10,649,,3.685881893034093e-05,,
10,659,,3.094077328569256e-05,,
10,669,,5.8577868912834674e-05,,
10,670,,,2.6343977451324463,2.6269493901054375e-05
11,679,,4.6695186028955504e-05,,
11,689,,3.5979566746391356e-05,,
11,699,,3.838002885458991e-05,,
11,709,,3.5700955777429044e-05,,
11,719,,3.5764125641435385e-05,,
11,729,,3.3353200706187636e-05,,
11,731,,,2.750983476638794,2.7283007511869073e-05
12,739,,3.221991573809646e-05,,
12,749,,3.444486719672568e-05,,
12,759,,3.8346785004250705e-05,,
12,769,,4.212463682051748e-05,,
12,779,,3.9629347156733274e-05,,
12,789,,4.100005025975406e-05,,
12,792,,,2.6262362003326416,2.5626322894822806e-05
13,799,,3.1873787520453334e-05,,
13,809,,4.825783980777487e-05,,
13,819,,4.903495209873654e-05,,
13,829,,3.632423249655403e-05,,
13,839,,3.228910645702854e-05,,
13,849,,3.806081076618284e-05,,
13,853,,,2.6825621128082275,2.609696821309626e-05
14,859,,3.7269495805958286e-05,,
14,869,,4.214670116198249e-05,,
14,879,,3.5012533771805465e-05,,
14,889,,4.810269456356764e-05,,
14,899,,4.144254853599705e-05,,
14,909,,4.6518533054040745e-05,,
14,914,,,2.655663251876831,2.603535722300876e-05
15,919,,3.328841194161214e-05,,
15,929,,4.356618956080638e-05,,
15,939,,3.7474081182153895e-05,,
15,949,,3.2798889151308686e-05,,
15,959,,3.956554792239331e-05,,
15,969,,2.8386712074279785e-05,,
15,975,,,2.875905990600586,2.8602764359675348e-05
16,979,,3.43137035088148e-05,,
16,989,,5.116905958857387e-05,,
16,999,,3.0991188396001235e-05,,
16,1009,,4.096413613297045e-05,,
16,1019,,4.605539652402513e-05,,
16,1029,,2.9171151254558936e-05,,
16,1036,,,2.8007473945617676,2.7676533136400394e-05
17,1039,,3.327478043502197e-05,,
17,1049,,2.9205304599599913e-05,,
17,1059,,3.375024607521482e-05,,
17,1069,,3.780042243306525e-05,,
17,1079,,4.256428292137571e-05,,
17,1089,,3.048235703317914e-05,,
17,1097,,,2.861576795578003,2.853719524864573e-05
18,1099,,4.538718349067494e-05,,
18,1109,,3.514688796713017e-05,,
18,1119,,5.20696776220575e-05,,
18,1129,,3.653589737950824e-05,,
18,1139,,5.5415515817003325e-05,,
18,1149,,2.825745104928501e-05,,
18,1158,,,2.615161895751953,2.5481429474893957e-05
19,1159,,3.129009564872831e-05,,
19,1169,,4.172859917161986e-05,,
19,1179,,2.219493399024941e-05,,
19,1189,,3.955650026910007e-05,,
19,1199,,5.148834316059947e-05,,
19,1209,,3.3538297429913655e-05,,
19,1219,,5.138584674568847e-05,,
19,1219,,,2.873176097869873,2.8168347853352316e-05
20,1229,,4.304806134314276e-05,,
20,1239,,3.339816612424329e-05,,
20,1249,,3.3559488656464964e-05,,
20,1259,,2.23726292460924e-05,,
20,1269,,4.4993521441938356e-05,,
20,1279,,3.388170080143027e-05,,
20,1280,,,2.8309590816497803,2.8197684514452703e-05
21,1289,,3.9282345824176446e-05,,
21,1299,,2.7665646484820172e-05,,
21,1309,,4.539544534054585e-05,,
21,1319,,3.2394862500950694e-05,,
21,1329,,5.022767436457798e-05,,
21,1339,,2.647080873430241e-05,,
21,1341,,,2.835878849029541,2.768727790680714e-05
22,1349,,1.9639210222521797e-05,,
22,1359,,3.072476465604268e-05,,
22,1369,,2.8052319976268336e-05,,
22,1379,,2.658971061464399e-05,,
22,1389,,3.6240493500372395e-05,,
22,1399,,2.239388595626224e-05,,
22,1402,,,3.1147117614746094,3.0852337658870965e-05
23,1409,,3.9743928937241435e-05,,
23,1419,,5.6137760111596435e-05,,
23,1429,,3.074781488976441e-05,,
23,1439,,2.9262248062877916e-05,,
23,1449,,3.4869917726609856e-05,,
23,1459,,6.218323687789962e-05,,
23,1463,,,3.009270668029785,3.0013348805368878e-05
24,1469,,3.31157207256183e-05,,
24,1479,,3.696949715958908e-05,,
24,1489,,4.0817503759171814e-05,,
24,1499,,3.378369001438841e-05,,
24,1509,,3.0621409678133205e-05,,
24,1519,,2.568742638686672e-05,,
24,1524,,,3.0344619750976562,3.088745870627463e-05
25,1529,,3.36376360792201e-05,,
25,1539,,3.461185042397119e-05,,
25,1549,,3.480964005575515e-05,,
25,1559,,4.949523281538859e-05,,
25,1569,,2.926938577729743e-05,,
25,1579,,2.7981666789855808e-05,,
25,1585,,,3.2557148933410645,3.3268126571783796e-05
26,1589,,3.028563514817506e-05,,
26,1599,,3.11664589389693e-05,,
26,1609,,3.1630461307941005e-05,,
26,1619,,2.906009103753604e-05,,
26,1629,,3.1984702218323946e-05,,
26,1639,,2.0333161955932155e-05,,
26,1646,,,2.93093204498291,2.9521957912947983e-05
27,1649,,2.989881431858521e-05,,
27,1659,,3.575682785594836e-05,,
27,1669,,2.279928776260931e-05,,
27,1679,,3.419695349293761e-05,,
27,1689,,2.9039281798759475e-05,,
27,1699,,3.355696389917284e-05,,
27,1707,,,2.8419649600982666,2.792345912894234e-05
28,1709,,3.2969601306831464e-05,,
28,1719,,3.004564314323943e-05,,
28,1729,,3.0125620469334535e-05,,
28,1739,,3.232428935007192e-05,,
28,1749,,3.239442594349384e-05,,
28,1759,,4.087283741682768e-05,,
28,1768,,,3.204404354095459,3.2554951758356765e-05
29,1769,,3.760426989174448e-05,,
29,1779,,3.8362333725672215e-05,,
29,1789,,1.8539976736065e-05,,
29,1799,,3.9323513192357495e-05,,
29,1809,,3.26727531501092e-05,,
29,1819,,3.330331310280599e-05,,
29,1829,,3.428883064771071e-05,,
29,1829,,,2.986138105392456,3.029762410733383e-05
30,1839,,3.682710666907951e-05,,
30,1849,,3.085394200752489e-05,,
30,1859,,2.463461714796722e-05,,
30,1869,,2.397384560026694e-05,,
30,1879,,3.8727757782908157e-05,,
30,1889,,4.3720381654566154e-05,,
30,1890,,,2.806415557861328,2.7990330636384897e-05
31,1899,,2.7612153644440696e-05,,
31,1909,,3.090839891228825e-05,,
31,1919,,2.3684915504418314e-05,,
31,1929,,3.0637696909252554e-05,,
31,1939,,0.00018774328054860234,,
31,1949,,2.1913134332862683e-05,,
31,1951,,,2.8353350162506104,2.8404845579643734e-05
32,1959,,4.1404153307667e-05,,
32,1969,,3.140543049084954e-05,,
32,1979,,0.0001769072114257142,,
32,1989,,2.1924523025518283e-05,,
32,1999,,2.7134317861055024e-05,,
32,2009,,2.3750313630443998e-05,,
32,2012,,,2.9318649768829346,2.9484981496352702e-05
33,2019,,2.8582842787727714e-05,,
33,2029,,2.735362431849353e-05,,
33,2039,,3.9456161175621673e-05,,
33,2049,,2.4933333406806923e-05,,
33,2059,,2.5311206627520733e-05,,
33,2069,,2.2544194507645443e-05,,
33,2073,,,2.8474650382995605,2.8380520234350115e-05
34,2079,,3.2729589293012396e-05,,
34,2089,,3.4704924473771825e-05,,
34,2099,,3.025348087248858e-05,,
34,2109,,4.265395909897052e-05,,
34,2119,,4.325687768869102e-05,,
34,2129,,3.247727363486774e-05,,
34,2134,,,2.811307430267334,2.7862201022799127e-05
35,2139,,4.360827733762562e-05,,
35,2149,,3.4110347769455984e-05,,
35,2159,,3.220017970306799e-05,,
35,2169,,4.2764342651935294e-05,,
35,2179,,3.0252636861405335e-05,,
35,2189,,2.1542926333495416e-05,,
35,2195,,,3.21307373046875,3.2473668397869915e-05
36,2199,,3.666101110866293e-05,,
36,2209,,2.4055476387729868e-05,,
36,2219,,2.788160963973496e-05,,
36,2229,,2.6314253773307428e-05,,
36,2239,,4.137893847655505e-05,,
36,2249,,3.126645242446102e-05,,
36,2256,,,2.932271718978882,2.9619253837154247e-05
37,2259,,2.753642365860287e-05,,
37,2269,,2.882674743887037e-05,,
37,2279,,3.704769551404752e-05,,
37,2289,,3.697489228216e-05,,
37,2299,,2.301857603015378e-05,,
37,2309,,3.446407208684832e-05,,
37,2317,,,2.686122179031372,2.6652152882888913e-05
38,2319,,2.1019661289756186e-05,,
38,2329,,3.5588898754213005e-05,,
38,2339,,3.4061824408126995e-05,,
38,2349,,2.4039778509177268e-05,,
38,2359,,2.30897894653026e-05,,
38,2369,,2.068765570584219e-05,,
38,2378,,,2.9574434757232666,2.927479363279417e-05
39,2379,,2.5712146452860907e-05,,
39,2389,,2.471235529810656e-05,,
39,2399,,2.76136943284655e-05,,
39,2409,,2.6334095309721306e-05,,
39,2419,,3.5212164220865816e-05,,
39,2429,,2.639285048644524e-05,,
39,2439,,1.7444750483264215e-05,,
39,2439,,,2.92942476272583,2.9359347536228597e-05
40,2449,,2.6876859919866547e-05,,
40,2459,,1.794964737200644e-05,,
40,2469,,4.38357783423271e-05,,
40,2479,,2.5999112040153705e-05,,
40,2489,,3.222817031200975e-05,,
40,2499,,3.119469329249114e-05,,
40,2500,,,2.924349784851074,2.9425184038700536e-05
41,2509,,3.2431777071906254e-05,,
41,2519,,3.460829611867666e-05,,
41,2529,,3.117034430033527e-05,,
41,2539,,2.937597491836641e-05,,
41,2549,,3.617265974753536e-05,,
41,2559,,2.905278051912319e-05,,
41,2561,,,3.2729239463806152,3.340953480801545e-05
42,2569,,3.357460445840843e-05,,
42,2579,,2.5069753974094056e-05,,
42,2589,,2.5372355594299734e-05,,
42,2599,,1.9879833416780457e-05,,
42,2609,,3.518318771966733e-05,,
42,2619,,4.380603422760032e-05,,
42,2622,,,3.181299924850464,3.1454757845494896e-05
43,2629,,2.2187590730027296e-05,,
43,2639,,2.9789844120386988e-05,,
43,2649,,2.6290372261428274e-05,,
43,2659,,3.205350731150247e-05,,
43,2669,,2.3962880732142366e-05,,
43,2679,,2.418548865534831e-05,,
43,2683,,,2.86806583404541,2.8279631806071848e-05
44,2689,,3.4887507354142144e-05,,
44,2699,,2.4410079277004115e-05,,
44,2709,,3.8781847251811996e-05,,
44,2719,,2.8946500606252812e-05,,
44,2729,,3.814253432210535e-05,,
44,2739,,3.607511825975962e-05,,
44,2744,,,2.8926453590393066,2.8688182283076458e-05
45,2749,,2.1118006770848297e-05,,
45,2759,,2.0821271391469054e-05,,
45,2769,,2.2338332200888544e-05,,
45,2779,,4.035365782328881e-05,,
45,2789,,2.215157110185828e-05,,
45,2799,,3.269869557698257e-05,,
45,2805,,,3.0245766639709473,3.07437039737124e-05
46,2809,,2.474018583598081e-05,,
46,2819,,3.054226181120612e-05,,
46,2829,,2.85425667243544e-05,,
46,2839,,2.470825165801216e-05,,
46,2849,,2.887822120101191e-05,,
46,2859,,2.2297615942079574e-05,,
46,2866,,,3.0319602489471436,3.071008177357726e-05
47,2869,,2.3308146410272457e-05,,
47,2879,,2.17659144254867e-05,,
47,2889,,1.916511610033922e-05,,
47,2899,,2.453883644193411e-05,,
47,2909,,3.2025509426603094e-05,,
47,2919,,4.132164758630097e-05,,
47,2927,,,3.168116807937622,3.160361302434467e-05
48,2929,,0.00016967176634352654,,
48,2939,,2.7594587663770653e-05,,
48,2949,,2.3918497390695848e-05,,
48,2959,,3.3761156373657286e-05,,
48,2969,,1.3188247066864278e-05,,
48,2979,,3.983395072282292e-05,,
48,2988,,,3.075927972793579,3.105032374151051e-05
49,2989,,2.825793853844516e-05,,
49,2990,,2.620954364829231e-05,,
49,2991,,2.2150517906993628e-05,,
49,2992,,3.1076222512638196e-05,,
49,2993,,2.356018558202777e-05,,
49,2994,,2.6565290681901388e-05,,
49,2995,,4.845802686759271e-05,,
49,2996,,2.3861644876888022e-05,,
49,2997,,2.2667974917567335e-05,,
49,2998,,2.2906679078005254e-05,,
49,2999,,3.591517815948464e-05,,
49,3000,,2.612697244330775e-05,,
49,3001,,3.269927765359171e-05,,
49,3002,,1.6000238247215748e-05,,
49,3003,,2.3627882910659537e-05,,
49,3004,,3.833345908788033e-05,,
49,3005,,2.6040544980787672e-05,,
49,3006,,2.904542452597525e-05,,
49,3007,,2.711859269766137e-05,,
49,3008,,3.95782662963029e-05,,
49,3009,,3.299786840216257e-05,,
49,3010,,3.2538900995859876e-05,,
49,3011,,2.713890717132017e-05,,
49,3012,,3.061795359826647e-05,,
49,3013,,3.147176903439686e-05,,
49,3014,,3.0141904062475078e-05,,
49,3015,,2.186983147112187e-05,,
49,3016,,2.7603582566371188e-05,,
49,3017,,4.0209364669863135e-05,,
49,3018,,2.4953591491794214e-05,,
49,3019,,3.133367499685846e-05,,
49,3020,,2.4174738427973352e-05,,
49,3021,,2.556878825998865e-05,,
49,3022,,4.635426012100652e-05,,
49,3023,,2.3151098503149115e-05,,
49,3024,,2.759621202130802e-05,,
49,3025,,3.214715252397582e-05,,
49,3026,,2.0361536371638067e-05,,
49,3027,,2.8660791940637864e-05,,
49,3028,,2.4156475774361752e-05,,
49,3029,,2.7047388357459567e-05,,
49,3030,,2.126978142769076e-05,,
49,3031,,2.902493542933371e-05,,
49,3032,,2.9823968361597508e-05,,
49,3033,,2.4128104996634647e-05,,
49,3034,,2.928803223767318e-05,,
49,3035,,3.0290329959825613e-05,,
49,3036,,3.734005076694302e-05,,
49,3037,,2.4313836547662504e-05,,
49,3038,,2.2037167582311668e-05,,
49,3039,,2.4957389541668817e-05,,
49,3040,,2.5372366508236155e-05,,
49,3041,,0.0001599229290150106,,
49,3042,,3.0566206987714395e-05,,
49,3043,,3.706303323269822e-05,,
49,3044,,2.981969555548858e-05,,
49,3045,,3.0013741707080044e-05,,
49,3046,,2.3340042389463633e-05,,
49,3047,,2.2182039174367674e-05,,
49,3048,,3.997654857812449e-05,,
49,3049,,6.337400554912165e-05,,
49,3049,,,3.0880815982818604,3.11725125357043e-05
50,3050,,2.5975452444981784e-05,,
50,3051,,3.809781264862977e-05,,
50,3052,,2.696053525141906e-05,,
50,3053,,3.336828012834303e-05,,
50,3054,,3.241045487811789e-05,,
50,3055,,2.237261833215598e-05,,
50,3056,,2.085435698973015e-05,,
50,3057,,2.688128370209597e-05,,
50,3058,,2.733863402681891e-05,,
50,3059,,1.765721754054539e-05,,
50,3060,,2.515205051167868e-05,,
50,3061,,3.283883779658936e-05,,
50,3062,,3.31828196067363e-05,,
50,3063,,2.695902185223531e-05,,
50,3064,,1.7727454178384505e-05,,
50,3065,,0.0001620914408704266,,
50,3066,,3.0147959478199482e-05,,
50,3067,,2.0900530216749758e-05,,
50,3068,,3.747272785403766e-05,,
50,3069,,3.0361939934664406e-05,,
50,3070,,2.4793222110019997e-05,,
50,3071,,2.996256444021128e-05,,
50,3072,,3.257249409216456e-05,,
50,3073,,2.7977788704447448e-05,,
50,3074,,2.9704306143685244e-05,,
50,3075,,1.869949119281955e-05,,
50,3076,,2.5485973310424015e-05,,
50,3077,,2.488293102942407e-05,,
50,3078,,2.1304007532307878e-05,,
50,3079,,2.827567186614033e-05,,
50,3080,,2.9375330996117555e-05,,
50,3081,,3.502340041450225e-05,,
50,3082,,2.3472206521546468e-05,,
50,3083,,3.932496110792272e-05,,
50,3084,,2.870228490792215e-05,,
50,3085,,2.4904175006668083e-05,,
50,3086,,2.360737016715575e-05,,
50,3087,,3.1140596547629684e-05,,
50,3088,,1.6064572264440358e-05,,
50,3089,,3.6644571082433686e-05,,
50,3090,,2.929423499153927e-05,,
50,3091,,1.967674688785337e-05,,
50,3092,,2.6709649318945594e-05,,
50,3093,,2.554263483034447e-05,,
50,3094,,2.174152723455336e-05,,
50,3095,,1.906050238176249e-05,,
50,3096,,2.115593451890163e-05,,
50,3097,,2.535293788241688e-05,,
50,3098,,2.7762993340729736e-05,,
50,3099,,3.491140159894712e-05,,
50,3100,,2.3931783289299347e-05,,
50,3101,,2.012520417338237e-05,,
50,3102,,3.365624797879718e-05,,
50,3103,,1.8865974197979085e-05,,
50,3104,,3.008066960319411e-05,,
50,3105,,3.6759916838491336e-05,,
50,3106,,2.9605836971313693e-05,,
50,3107,,3.534345160005614e-05,,
50,3108,,2.5031669792952016e-05,,
50,3109,,2.8665692298091017e-05,,
50,3110,,4.6242323151091114e-05,,
50,3110,,,3.065382957458496,3.1229323212755844e-05
51,3111,,1.9923585568903945e-05,,
51,3112,,2.979118835355621e-05,,
51,3113,,2.4597493393230252e-05,,
51,3114,,2.3866277842898853e-05,,
51,3115,,2.1036128600826487e-05,,
51,3116,,2.137073897756636e-05,,
51,3117,,4.458827606867999e-05,,
51,3118,,3.4736047382466495e-05,,
51,3119,,2.172115637222305e-05,,
51,3120,,2.458657036186196e-05,,
51,3121,,4.913880184176378e-05,,
51,3122,,4.4265110773267224e-05,,
51,3123,,3.0859566322760656e-05,,
51,3124,,2.7767175197368488e-05,,
51,3125,,3.069612284889445e-05,,
51,3126,,2.593152385088615e-05,,
51,3127,,3.5058830690104514e-05,,
51,3128,,2.6831869035959244e-05,,
51,3129,,3.3450109185650945e-05,,
51,3130,,0.00016681222768966109,,
51,3131,,2.9192526199040003e-05,,
51,3132,,2.040255094470922e-05,,
51,3133,,2.5900906621245667e-05,,
51,3134,,2.293206489412114e-05,,
51,3135,,3.97316507587675e-05,,
51,3136,,2.439276795485057e-05,,
51,3137,,2.3129112378228456e-05,,
51,3138,,2.4378961825277656e-05,,
51,3139,,4.080315193277784e-05,,
51,3140,,2.0644147298298776e-05,,
51,3141,,2.4232262148871087e-05,,
51,3142,,2.7432764909463003e-05,,
51,3143,,2.4008129912544973e-05,,
51,3144,,2.699050492083188e-05,,
51,3145,,2.192387546529062e-05,,
51,3146,,2.6918658477370627e-05,,
