epoch,step,test_RMSE,train_loss,val_RMSE,val_loss
0,9,,0.00036223800270818174,,
0,19,,0.00028783013112843037,,
0,29,,0.0005218175356276333,,
0,39,,0.0003506639914121479,,
0,49,,0.0002479992399457842,,
0,59,,0.00038358138408511877,,
0,60,,,16.16948699951172,1.5593952412018552e-05
1,69,,0.00020117357780691236,,
1,79,,8.482796692987904e-05,,
1,89,,0.000224097486352548,,
1,99,,0.0001932540035340935,,
1,109,,0.00013895711163058877,,
1,119,,0.00020643771858885884,,
1,121,,,15.579689979553223,1.4477092008746695e-05
2,129,,0.00010120124352397397,,
2,139,,0.00016335953841917217,,
2,149,,0.00019456318113952875,,
2,159,,0.00027544121257960796,,
2,169,,9.157470049103722e-05,,
2,179,,8.979065751191229e-05,,
2,182,,,7.653889179229736,3.494041493468103e-06
3,189,,8.345731475856155e-05,,
3,199,,0.00010231634951196611,,
3,209,,0.00014095591905061156,,
3,219,,9.619373304303735e-05,,
3,229,,0.0001090961231966503,,
3,239,,7.658526737941429e-05,,
3,243,,,13.06501293182373,1.0180836397921667e-05
4,249,,9.335241338703781e-05,,
4,259,,9.499932639300823e-05,,
4,269,,8.037676161620766e-05,,
4,279,,0.00011391693260520697,,
4,289,,0.00014835494221188128,,
4,299,,0.00015901404549367726,,
4,304,,,14.353947639465332,1.2288715879549272e-05
5,309,,6.762721022823825e-05,,
5,319,,5.2044564654352143e-05,,
5,329,,9.35748903430067e-05,,
5,339,,8.875918865669519e-05,,
5,349,,6.374204531311989e-05,,
5,359,,6.0449077864177525e-05,,
5,365,,,7.757455348968506,3.5892387586500263e-06
6,369,,9.624778613215312e-05,,
6,379,,4.98731060361024e-05,,
6,389,,6.620920612476766e-05,,
6,399,,7.486740651074797e-05,,
6,409,,4.883452129433863e-05,,
6,419,,4.991979949409142e-05,,
6,426,,,6.698146343231201,2.6759194042824674e-06
7,429,,4.9067104555433616e-05,,
7,439,,4.587717921822332e-05,,
7,449,,4.678797995438799e-05,,
7,459,,5.927255915594287e-05,,
7,469,,3.916339119314216e-05,,
7,479,,0.00014272533007897437,,
7,487,,,17.03551483154297,1.7309090253547765e-05
8,489,,5.7583365560276434e-05,,
8,499,,5.163287278264761e-05,,
8,509,,5.574983515543863e-05,,
8,519,,2.687054620764684e-05,,
8,529,,2.8570255381055176e-05,,
8,539,,2.4632017812109552e-05,,
8,548,,,4.974815845489502,1.476106831432844e-06
9,549,,3.059077062061988e-05,,
9,559,,4.2802730604307726e-05,,
9,569,,3.040305819013156e-05,,
9,579,,3.1316449167206883e-05,,
9,589,,2.860650965885725e-05,,
9,599,,4.348978109192103e-05,,
9,609,,5.518217585631646e-05,,
9,609,,,5.751672744750977,1.9731137399503496e-06
10,619,,4.7411940613528714e-05,,
10,629,,2.9029033612459898e-05,,
10,639,,8.929664909373969e-05,,
10,649,,3.0008490284672007e-05,,
10,659,,5.19496388733387e-05,,
10,669,,6.94508635206148e-05,,
