epoch,step,test_RMSE,train_loss,val_RMSE,val_loss
0,9,,0.00036782430834136903,,
0,19,,0.00023638224229216576,,
0,29,,0.0001476918114349246,,
0,39,,0.0002283035428263247,,
0,49,,0.0003731668402906507,,
0,59,,0.0001214469302794896,,
0,60,,,8.941304206848145,0.0001263277663383633
1,69,,0.00018022002768702805,,
1,79,,9.985203359974548e-05,,
1,89,,6.178707553772256e-05,,
1,99,,2.561933251854498e-05,,
1,109,,1.7092386769945733e-05,,
1,119,,1.0979279068124015e-05,,
1,121,,,12.450852394104004,1.4147046385915019e-05
2,129,,2.5472538254689425e-05,,
2,139,,9.248915375792421e-06,,
2,149,,1.474473720008973e-05,,
2,159,,1.0143842700927053e-05,,
2,169,,1.3066189239907544e-05,,
2,179,,8.917373634176329e-06,,
2,182,,,13.908203125,1.3458184184855781e-05
3,189,,1.4015981832926627e-05,,
3,199,,1.0546173143666238e-05,,
3,209,,1.488116140535567e-05,,
3,219,,9.713574399938807e-06,,
3,229,,1.3691390449821483e-05,,
3,239,,1.2075875929440372e-05,,
3,243,,,13.937751770019531,1.024357152346056e-05
4,249,,1.0170027962885797e-05,,
4,259,,1.3348842003324535e-05,,
4,269,,1.2903590686619282e-05,,
4,279,,1.053923915605992e-05,,
4,289,,8.812163287075236e-06,,
4,299,,6.901178494445048e-06,,
4,304,,,14.420830726623535,8.25820279715117e-06
5,309,,1.4807324987486936e-05,,
5,319,,1.7244767150259577e-05,,
5,329,,1.1025260391761549e-05,,
5,339,,1.1490977158246096e-05,,
5,349,,1.693610829534009e-05,,
5,359,,8.259743481175974e-06,,
5,365,,,13.317140579223633,8.129890375130344e-06
6,369,,1.5012356925581116e-05,,
6,379,,9.800518455449492e-06,,
6,389,,1.4463624211202841e-05,,
6,399,,9.041256816999521e-06,,
6,409,,1.1068735148000997e-05,,
6,419,,1.6412053810199723e-05,,
6,426,,,13.073673248291016,7.786791684338823e-06
7,429,,1.9756125766434707e-05,,
7,439,,8.328255717060529e-06,,
7,449,,9.679999493528157e-06,,
7,459,,1.6441361367469653e-05,,
7,469,,9.048509127751458e-06,,
7,479,,7.839783393137623e-06,,
7,487,,,12.325265884399414,7.565371106466046e-06
8,489,,9.05092110770056e-06,,
8,499,,9.509023584541865e-06,,
8,509,,1.1502314919198398e-05,,
8,519,,1.116896964958869e-05,,
8,529,,1.5276613339665346e-05,,
8,539,,9.032824891619384e-06,,
8,548,,,12.445781707763672,7.178993655543309e-06
9,549,,1.0435308468004223e-05,,
9,559,,1.0933769772236701e-05,,
9,569,,1.8328826627111994e-05,,
9,579,,1.3521958862838801e-05,,
9,589,,1.132238958234666e-05,,
9,599,,9.88291958492482e-06,,
9,609,,9.985723409045022e-06,,
9,609,,,12.587458610534668,7.605045084346784e-06
10,619,,7.71195482229814e-06,,
10,629,,1.0201382792729419e-05,,
10,639,,1.1208980140509084e-05,,
10,649,,6.551329533976968e-06,,
10,659,,1.0832252883119509e-05,,
10,669,,1.5099568372534122e-05,,
10,670,,,13.25263500213623,8.261150469479617e-06
11,679,,1.4578553418687079e-05,,
11,689,,7.687275683565531e-06,,
11,699,,7.933802407933399e-06,,
11,709,,1.3011667761020362e-05,,
11,719,,7.694209671171848e-06,,
11,729,,8.983010047813877e-06,,
11,731,,,12.527207374572754,7.865744919399731e-06
12,739,,8.456140676571522e-06,,
12,749,,9.485564078204334e-06,,
12,759,,8.963514119386673e-06,,
12,769,,8.38136111269705e-06,,
12,779,,6.60563546261983e-06,,
12,789,,6.994338946242351e-06,,
12,792,,,8.353677749633789,4.937939593219198e-06
13,799,,8.040717148105614e-06,,
13,809,,9.02587180462433e-06,,
13,819,,1.4882292816764675e-05,,
13,829,,8.18732769403141e-06,,
13,839,,9.525095265416894e-06,,
13,849,,6.9484403866226785e-06,,
13,853,,,9.490729331970215,5.8288246691518e-06
14,859,,6.028115876688389e-06,,
14,869,,9.820821105677169e-06,,
14,879,,5.780320407211548e-06,,
14,889,,6.031313205312472e-06,,
14,899,,6.569884135387838e-06,,
14,909,,1.1656863534881268e-05,,
14,914,,,10.261810302734375,5.999304903525626e-06
15,919,,1.1973977962043136e-05,,
15,929,,1.3609852430818137e-05,,
15,939,,6.769608262402471e-06,,
15,949,,7.179672138590831e-06,,
15,959,,6.934416887816042e-06,,
15,969,,7.8732700785622e-06,,
15,975,,,9.251202583312988,5.695796517102281e-06
16,979,,4.1874459384416696e-06,,
16,989,,1.4155339158605784e-05,,
16,999,,9.366603080707137e-06,,
16,1009,,1.1469743185443804e-05,,
16,1019,,6.251191734918393e-06,,
16,1029,,1.267617608391447e-05,,
16,1036,,,10.201789855957031,6.08167238169699e-06
17,1039,,5.804568445455516e-06,,
17,1049,,7.0108567342686e-06,,
17,1059,,6.707631200697506e-06,,
17,1069,,1.1083843673986848e-05,,
17,1079,,9.376114576298278e-06,,
17,1089,,7.670159902772866e-06,,
17,1097,,,9.021367073059082,5.399372639658395e-06
18,1099,,7.3933351814048365e-06,,
18,1109,,7.408817054965766e-06,,
18,1119,,7.571238256787183e-06,,
18,1129,,1.3454319741867948e-05,,
18,1139,,9.380608389619738e-06,,
18,1149,,5.398855137173086e-06,,
18,1158,,,9.007668495178223,5.628452981909504e-06
19,1159,,8.938046448747627e-06,,
19,1169,,4.54770361102419e-06,,
19,1179,,7.651800842722878e-06,,
19,1189,,6.548676537931897e-06,,
19,1199,,2.161310112569481e-05,,
19,1209,,5.451365268527297e-06,,
19,1219,,9.37053937377641e-06,,
19,1219,,,8.551057815551758,5.2479103942459915e-06
20,1229,,1.1373716915841214e-05,,
20,1239,,1.0151781680178829e-05,,
20,1249,,7.205687325040344e-06,,
20,1259,,5.584054179053055e-06,,
20,1269,,6.002640930091729e-06,,
20,1279,,6.159066288091708e-06,,
20,1280,,,10.268059730529785,6.591411874978803e-06
21,1289,,7.921710675873328e-06,,
21,1299,,4.548863671516301e-06,,
21,1309,,6.765380931028631e-06,,
21,1319,,1.3470215890265536e-05,,
21,1329,,9.31121758185327e-06,,
21,1339,,7.328980245802086e-06,,
21,1341,,,8.175856590270996,5.4560746320930775e-06
22,1349,,3.969274985138327e-06,,
22,1359,,1.021743992168922e-05,,
22,1369,,4.453389919945039e-06,,
22,1379,,4.378045105113415e-06,,
22,1389,,7.193851615738822e-06,,
22,1399,,4.8444708227179945e-06,,
22,1402,,,9.392867088317871,5.757914550486021e-06
23,1409,,7.501745585614117e-06,,
23,1419,,8.641912245366257e-06,,
23,1429,,1.1494568752823398e-05,,
23,1439,,7.54581287765177e-06,,
