,RevIN-CNN-iTransformer-BiLSTM,RevIN-CNN-Transformer-BiLSTM,CNN-BiLSTM-Attention,SCINet,GAN,Transformer,iTransformer,CNN-iTransformer-BiLSTM,RevIN-iTransformer-BiLSTM,RevIN-CNN-iTransformer,CNN-Transformer-BiLSTM,RevIN-Transformer-BiLSTM,RevIN-CNN-Transformer,xLSTM,Mamba
RMSE,40.754878575485954,58.86636305745673,368.03313437325687,190.82265616006035,147.71377413749812,191.1404002912306,85.08678823823709,158.0579644476442,62.17779229048287,43.853605551477166,174.47073948380958,83.97849613162121,70.48944828821604,851.7462750313662,313.1729756479984
MAPE,2.3443953502546298,3.694700387896088,21.530277877611677,16.567233730898824,12.052719511222502,23.022576742456295,4.739236892021243,10.183491386610246,3.851392831125336,2.671839149300602,15.8946462751554,5.975995647702654,4.9056933063254,64.22943907359901,45.07882253922159
R^2,0.9959594613478294,0.9915702544109029,0.6705011529497333,0.9114191319214964,0.9469210836447716,0.9111238893657088,0.9823881766831888,0.9392266988209248,0.990595176403498,0.9953216719646084,0.9259499660207272,0.9828439918145218,0.987912728383742,-0.7648205184611923,0.7614119892706742
RMSRE,0.0310034313604032,0.0479370375784621,0.2532347371659463,0.184786118606468,0.1626070199772638,0.2944973756576281,0.0608913755348485,0.1208568126638507,0.0520114068586986,0.0365106027103675,0.1673484049873784,0.0743742327997559,0.0602178200419923,0.7200933261505073,0.8488095255571343
RMSPE,3.10034313604032,4.793703757846217,25.32347371659463,18.478611860646804,16.26070199772638,29.449737565762813,6.0891375534848535,12.08568126638508,5.20114068586986,3.651060271036757,16.734840498737842,7.437423279975598,6.02178200419923,72.00933261505072,84.88095255571344
MARE,0.0234439535025426,0.0369470038789551,0.2153027787760883,0.1656723373089567,0.1205271951122008,0.2302257674245067,0.0473923689202056,0.1018349138660883,0.0385139283112468,0.0267183914930017,0.1589464627515264,0.0597599564770165,0.049056933063246,0.6422943907358706,0.4507882253920667
