epoch,step,test_RMSE,train_loss,val_RMSE,val_loss
0,9,,0.0002401565870968625,,
0,19,,0.0003344778378959745,,
0,29,,0.00027641982887871563,,
0,39,,0.0002940493868663907,,
0,49,,0.0002953721850644797,,
0,59,,0.00030910532223060727,,
0,60,,,15.350482940673828,0.00016270304331555963
1,69,,0.00030169336241669953,,
1,79,,0.0002975366951432079,,
1,89,,0.0001531719317426905,,
1,99,,0.00024201508495025337,,
1,109,,8.680068276589736e-05,,
1,119,,0.0001221294078277424,,
1,121,,,10.198007583618164,0.00011177884880453348
2,129,,9.94704314507544e-05,,
2,139,,0.00016344308096449822,,
2,149,,9.097878501052037e-05,,
2,159,,0.00012591386621352285,,
2,169,,8.689391688676551e-05,,
2,179,,6.564624345628545e-05,,
2,182,,,6.595755577087402,7.093696331139654e-05
3,189,,7.285138417501003e-05,,
3,199,,5.632806642097421e-05,,
3,209,,9.547727677272633e-05,,
3,219,,6.931916141184047e-05,,
3,229,,6.75344344926998e-05,,
3,239,,7.300891593331471e-05,,
3,243,,,4.360880374908447,4.084358079126105e-05
4,249,,8.543116564396769e-05,,
4,259,,6.345271685859188e-05,,
4,269,,6.772145570721477e-05,,
4,279,,5.351627623895183e-05,,
4,289,,6.691396265523508e-05,,
4,299,,4.312550663598813e-05,,
4,304,,,3.8922951221466064,3.6551744415191934e-05
5,309,,6.085472705308348e-05,,
5,319,,5.624521872960031e-05,,
5,329,,6.063170440029353e-05,,
5,339,,4.463668301468715e-05,,
5,349,,5.712157508241944e-05,,
5,359,,3.769907561945729e-05,,
5,365,,,3.668886184692383,3.580767588573508e-05
6,369,,6.06732428423129e-05,,
6,379,,6.809782644268125e-05,,
6,389,,4.641300256480463e-05,,
6,399,,4.69632723252289e-05,,
6,409,,5.805144610349089e-05,,
6,419,,5.4035219363868237e-05,,
6,426,,,3.1595277786254883,3.095244392170571e-05
7,429,,9.077626600628719e-05,,
7,439,,4.2598298023222014e-05,,
7,449,,3.537151133059524e-05,,
7,459,,4.639543476514518e-05,,
7,469,,5.0010559789370745e-05,,
7,479,,5.323670120560564e-05,,
7,487,,,3.3669204711914062,3.294655471108854e-05
8,489,,6.543661584146321e-05,,
8,499,,5.091713319416158e-05,,
8,509,,3.9355963963316754e-05,,
8,519,,4.723072561318986e-05,,
8,529,,4.8523037548875436e-05,,
8,539,,3.1945499358698726e-05,,
8,548,,,3.113931894302368,3.0216706363717094e-05
9,549,,3.0900973797542974e-05,,
9,559,,6.896807462908328e-05,,
9,569,,4.5445147407008335e-05,,
9,579,,4.735937909572385e-05,,
9,589,,2.6241008526994847e-05,,
9,599,,6.0338199546094984e-05,,
9,609,,3.090780592174269e-05,,
9,609,,,2.877774715423584,2.8431679311324842e-05
10,619,,4.843183342018165e-05,,
10,629,,4.054310920764692e-05,,
10,639,,2.6863275707000867e-05,,
10,649,,4.328979775891639e-05,,
10,659,,4.121818346902728e-05,,
10,669,,5.0597194785950705e-05,,
10,670,,,3.331233501434326,3.29783397319261e-05
11,679,,4.843694841838442e-05,,
11,689,,4.538619759841822e-05,,
11,699,,4.636638914234936e-05,,
11,709,,2.9309483579709195e-05,,
11,719,,5.546894681174308e-05,,
11,729,,4.755073678097688e-05,,
11,731,,,2.832263231277466,2.7623114874586463e-05
12,739,,2.695324656087905e-05,,
